Selecao;Orcado;Atualizado;Empenhado;Liquidado
********Categoria da Despesa: Despesas de Capital;200.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;200.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;200.000,00;0,00;0,00;0,00
******Projeto/Atividade: E916 - Construcao e Instalacao de um Centro de Referencia para Capacitacao e Pesquisa em Politicas de Promocao e Igualdade Racial;100.000,00;0,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;100.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;100.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;0,00;0,00;0,00
******Projeto/Atividade: Operacao e Manutencao dos Centros de Referencia da Mulher;3.922.149,00;3.922.149,00;2.238.947,51;928.888,59
*******Elemento Economico: Equipamentos e Material Permanente;83.427,00;83.427,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;83.427,00;83.427,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;83.427,00;83.427,00;0,00;0,00
**********Fonte: Tesouro Municipal;83.427,00;83.427,00;0,00;0,00
*******Elemento Economico: Material de Consumo;396.580,00;396.580,00;212.992,80;108.273,95
********Categoria da Despesa: Despesas Correntes;396.580,00;396.580,00;212.992,80;108.273,95
*********Modalidade da Despesa: Aplicacoes Diretas;396.580,00;396.580,00;212.992,80;108.273,95
**********Fonte: Tesouro Municipal;396.580,00;396.580,00;212.992,80;108.273,95
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;10.922,00;10.922,00;209,81;209,81
********Categoria da Despesa: Despesas Correntes;10.922,00;10.922,00;209,81;209,81
*********Modalidade da Despesa: Aplicacoes Diretas;10.922,00;10.922,00;209,81;209,81
**********Fonte: Tesouro Municipal;10.922,00;10.922,00;209,81;209,81
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;100.291,00;100.291,00;18.200,00;18.200,00
********Categoria da Despesa: Despesas Correntes;100.291,00;100.291,00;18.200,00;18.200,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.291,00;100.291,00;18.200,00;18.200,00
**********Fonte: Tesouro Municipal;100.291,00;100.291,00;18.200,00;18.200,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;54.609,00;54.609,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;54.609,00;54.609,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;54.609,00;54.609,00;0,00;0,00
**********Fonte: Tesouro Municipal;54.609,00;54.609,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;3.245.119,00;3.245.119,00;2.000.044,90;794.704,83
********Categoria da Despesa: Despesas Correntes;3.245.119,00;3.245.119,00;2.000.044,90;794.704,83
*********Modalidade da Despesa: Aplicacoes Diretas;3.245.119,00;3.245.119,00;2.000.044,90;794.704,83
**********Fonte: Tesouro Municipal;3.245.119,00;3.245.119,00;2.000.044,90;794.704,83
*******Elemento Economico: Passagens e Despesas com Locomocao;31.201,00;31.201,00;7.500,00;7.500,00
********Categoria da Despesa: Despesas Correntes;31.201,00;31.201,00;7.500,00;7.500,00
*********Modalidade da Despesa: Aplicacoes Diretas;31.201,00;31.201,00;7.500,00;7.500,00
**********Fonte: Tesouro Municipal;31.201,00;31.201,00;7.500,00;7.500,00
******Projeto/Atividade: Programa de Acoes Afirmativas e Combate ao Racismo - Lei n.º 13.791/04;1.106.040,00;1.206.040,00;209.592,96;42.356,96
*******Elemento Economico: Diarias - Civil;28.000,00;28.000,00;4.557,18;4.557,18
********Categoria da Despesa: Despesas Correntes;28.000,00;28.000,00;4.557,18;4.557,18
*********Modalidade da Despesa: Aplicacoes Diretas;28.000,00;28.000,00;4.557,18;4.557,18
**********Fonte: Tesouro Municipal;28.000,00;28.000,00;4.557,18;4.557,18
*******Elemento Economico: Equipamentos e Material Permanente;40.000,00;40.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;40.000,00;40.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;40.000,00;40.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;40.000,00;40.000,00;0,00;0,00
*******Elemento Economico: Material de Consumo;40.000,00;40.000,00;9.015,78;8.799,78
********Categoria da Despesa: Despesas Correntes;40.000,00;40.000,00;9.015,78;8.799,78
*********Modalidade da Despesa: Aplicacoes Diretas;40.000,00;40.000,00;9.015,78;8.799,78
**********Fonte: Tesouro Municipal;40.000,00;40.000,00;9.015,78;8.799,78
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;18.840,00;18.840,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;18.840,00;18.840,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;18.840,00;18.840,00;0,00;0,00
**********Fonte: Tesouro Municipal;18.840,00;18.840,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;94.200,00;94.200,00;1.200,00;1.200,00
********Categoria da Despesa: Despesas Correntes;94.200,00;94.200,00;1.200,00;1.200,00
*********Modalidade da Despesa: Aplicacoes Diretas;94.200,00;94.200,00;1.200,00;1.200,00
**********Fonte: Tesouro Municipal;94.200,00;94.200,00;1.200,00;1.200,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;820.000,00;920.000,00;194.820,00;27.800,00
********Categoria da Despesa: Despesas Correntes;820.000,00;920.000,00;194.820,00;27.800,00
*********Modalidade da Despesa: Aplicacoes Diretas;820.000,00;920.000,00;194.820,00;27.800,00
**********Fonte: Tesouro Municipal;820.000,00;920.000,00;194.820,00;27.800,00
*******Elemento Economico: Passagens e Despesas com Locomocao;65.000,00;65.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;65.000,00;65.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;65.000,00;65.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;65.000,00;65.000,00;0,00;0,00
******Projeto/Atividade: Programa de Combate a Homofobia, vinculado ao CADS-Coordenadoria de Assuntos de Diversidade Sexual;700.000,00;700.000,00;337.628,85;219.259,49
*******Elemento Economico: Diarias - Civil;20.000,00;20.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;20.000,00;20.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;20.000,00;0,00;0,00
*******Elemento Economico: Material de Consumo;30.000,00;30.000,00;24.874,20;24.556,20
********Categoria da Despesa: Despesas Correntes;30.000,00;30.000,00;24.874,20;24.556,20
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;30.000,00;24.874,20;24.556,20
**********Fonte: Tesouro Municipal;30.000,00;30.000,00;24.874,20;24.556,20
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;90.000,00;90.000,00;90.000,00;72.848,13
********Categoria da Despesa: Despesas Correntes;90.000,00;90.000,00;90.000,00;72.848,13
*********Modalidade da Despesa: Aplicacoes Diretas;90.000,00;90.000,00;90.000,00;72.848,13
**********Fonte: Tesouro Municipal;90.000,00;90.000,00;90.000,00;72.848,13
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;500.000,00;500.000,00;222.754,65;121.855,16
********Categoria da Despesa: Despesas Correntes;500.000,00;500.000,00;222.754,65;121.855,16
*********Modalidade da Despesa: Aplicacoes Diretas;500.000,00;500.000,00;222.754,65;121.855,16
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;222.754,65;121.855,16
*******Elemento Economico: Passagens e Despesas com Locomocao;60.000,00;60.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;60.000,00;60.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;60.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;60.000,00;60.000,00;0,00;0,00
******Projeto/Atividade: Reforma  e Adequacao de  Unidades da SMPP;1.000.000,00;557.260,00;422.074,48;421.872,53
*******Elemento Economico: Obras e Instalacoes;500.000,00;367.260,00;367.258,24;367.056,29
********Categoria da Despesa: Despesas de Capital;500.000,00;367.260,00;367.258,24;367.056,29
*********Modalidade da Despesa: Aplicacoes Diretas;500.000,00;367.260,00;367.258,24;367.056,29
**********Fonte: Tesouro Municipal;500.000,00;367.260,00;367.258,24;367.056,29
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;500.000,00;190.000,00;54.816,24;54.816,24
********Categoria da Despesa: Despesas de Capital;500.000,00;190.000,00;54.816,24;54.816,24
*********Modalidade da Despesa: Aplicacoes Diretas;500.000,00;190.000,00;54.816,24;54.816,24
**********Fonte: Tesouro Municipal;500.000,00;190.000,00;54.816,24;54.816,24
*****Programa: Projeto de Inclusao Social Urbana - Nos do Centro/Uniao Europeia;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reabilitacao Social no Centro - UE;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
****Sub-Funcao: Tecnologia da Informacao;433.924,00;125.121,19;0,00;0,00
*****Programa: Sistema de informacao e processamento de dados;433.924,00;125.121,19;0,00;0,00
******Projeto/Atividade: Implantacao e Operacao de Sistemas de Informacao e Comunicacao;433.924,00;125.121,19;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;433.924,00;125.121,19;0,00;0,00
********Categoria da Despesa: Despesas Correntes;433.924,00;125.121,19;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;433.924,00;125.121,19;0,00;0,00
**********Fonte: Tesouro Municipal;433.924,00;125.121,19;0,00;0,00
***Funcao: Educacao;59.221.875,00;58.247.875,00;51.500.914,57;40.507.139,77
****Sub-Funcao: Ensino Profissional;1.600.000,00;551.000,00;0,00;0,00
*****Programa: Acoes de economia sustentavel;1.600.000,00;551.000,00;0,00;0,00
******Projeto/Atividade: Implantacao do Programa Escola Estufa Lucy Montoro;1.600.000,00;551.000,00;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;150.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;150.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;150.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;150.000,00;0,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;250.000,00;95.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;250.000,00;95.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;250.000,00;95.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;250.000,00;95.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.200.000,00;456.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.200.000,00;456.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.200.000,00;456.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.200.000,00;456.000,00;0,00;0,00
****Sub-Funcao: Tecnologia da Informacao;57.621.875,00;57.696.875,00;51.500.914,57;40.507.139,77
*****Programa: Incentivo a producao cultural e a interacao criativa;57.621.875,00;57.696.875,00;51.500.914,57;40.507.139,77
******Projeto/Atividade: Implantacao e Reforma de Telecentros;6.000.000,00;6.075.000,00;2.071.268,39;1.387.600,00
*******Elemento Economico: Equipamentos e Material Permanente;1.500.000,00;1.560.000,00;1.214.586,00;952.600,00
********Categoria da Despesa: Despesas de Capital;1.500.000,00;1.560.000,00;1.214.586,00;952.600,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.500.000,00;1.560.000,00;1.214.586,00;952.600,00
**********Fonte: Tesouro Municipal;1.500.000,00;1.560.000,00;1.214.586,00;952.600,00
*******Elemento Economico: Obras e Instalacoes;1.500.000,00;1.500.000,00;256.682,39;0,00
********Categoria da Despesa: Despesas de Capital;1.500.000,00;1.500.000,00;256.682,39;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.500.000,00;1.500.000,00;256.682,39;0,00
**********Fonte: Tesouro Municipal;1.500.000,00;1.500.000,00;256.682,39;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;3.000.000,00;3.015.000,00;600.000,00;435.000,00
********Categoria da Despesa: Despesas de Capital;3.000.000,00;3.015.000,00;600.000,00;435.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;3.000.000,00;3.015.000,00;600.000,00;435.000,00
**********Fonte: Tesouro Municipal;3.000.000,00;3.015.000,00;600.000,00;435.000,00
******Projeto/Atividade: Operacao e Manutencao de Telecentros;51.621.875,00;51.621.875,00;49.429.646,18;39.119.539,77
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;14.065,00;11.324,91;11.324,91
********Categoria da Despesa: Despesas Correntes;0,00;14.065,00;11.324,91;11.324,91
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;14.065,00;11.324,91;11.324,91
**********Fonte: Tesouro Municipal;0,00;14.065,00;11.324,91;11.324,91
*******Elemento Economico: Equipamentos e Material Permanente;2.750.000,00;2.750.000,00;1.659.871,00;1.234.220,00
********Categoria da Despesa: Despesas de Capital;2.750.000,00;2.750.000,00;1.659.871,00;1.234.220,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.750.000,00;2.750.000,00;1.659.871,00;1.234.220,00
**********Fonte: Tesouro Municipal;2.750.000,00;2.750.000,00;1.659.871,00;1.234.220,00
*******Elemento Economico: Material de Consumo;525.918,00;525.918,00;181.580,16;135.822,96
********Categoria da Despesa: Despesas Correntes;525.918,00;525.918,00;181.580,16;135.822,96
*********Modalidade da Despesa: Aplicacoes Diretas;525.918,00;525.918,00;181.580,16;135.822,96
**********Fonte: Tesouro Municipal;525.918,00;525.918,00;181.580,16;135.822,96
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;48.145.957,00;48.131.892,00;47.576.870,11;37.738.171,90
********Categoria da Despesa: Despesas Correntes;48.145.957,00;48.131.892,00;47.576.870,11;37.738.171,90
*********Modalidade da Despesa: Aplicacoes Diretas;48.145.957,00;48.131.892,00;47.576.870,11;37.738.171,90
**********Fonte: Tesouro Municipal;48.145.957,00;48.131.892,00;47.576.870,11;37.738.171,90
*******Elemento Economico: Servicos de Consultoria;200.000,00;200.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;200.000,00;200.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;200.000,00;200.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;200.000,00;200.000,00;0,00;0,00
***Funcao: Saude;1.000,00;1.000,00;0,00;0,00
****Sub-Funcao: Assistencia ao Idoso;1.000,00;1.000,00;0,00;0,00
*****Programa: Fortalecimento da rede de protecao social - Especial;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: E3893 - Construcao do Centro de Referencia do Idoso na Area Abrangida pela Avenida Adelia Chohfi, Rua Alberto de Macedo, Paschoal Dias e Joao Kepler em Sao Mateus;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
*Orgao: Secretaria Municipal de Planejamento, Orcamento e Gestao;207.094.039,00;207.919.711,84;196.098.044,72;170.801.197,35
**Unidade: Gabinete do Secretario;207.094.039,00;207.919.711,84;196.098.044,72;170.801.197,35
***Funcao: Administracao;74.495.614,00;41.747.045,03;35.174.853,44;32.434.059,84
****Sub-Funcao: Administracao Geral;50.200.000,00;747.376,68;708.047,38;488.585,01
*****Programa: Suporte administrativo;50.200.000,00;747.376,68;708.047,38;488.585,01
******Projeto/Atividade: Aquisicao de Imovel para a Administracao;50.000.000,00;0,00;0,00;0,00
*******Elemento Economico: Aquisicao de Imoveis;50.000.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000.000,00;0,00;0,00;0,00
******Projeto/Atividade: Melhorias e Benfeitorias nas Dependencias da SEMPLA;200.000,00;747.376,68;708.047,38;488.585,01
*******Elemento Economico: Obras e Instalacoes;60.000,00;37.200,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;60.000,00;37.200,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;37.200,00;0,00;0,00
**********Fonte: Tesouro Municipal;60.000,00;37.200,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;140.000,00;710.176,68;708.047,38;488.585,01
********Categoria da Despesa: Despesas de Capital;140.000,00;710.176,68;708.047,38;488.585,01
*********Modalidade da Despesa: Aplicacoes Diretas;140.000,00;710.176,68;708.047,38;488.585,01
**********Fonte: Tesouro Municipal;140.000,00;710.176,68;708.047,38;488.585,01
****Sub-Funcao: Comunicacao Social;7.200.000,00;6.567.841,35;6.567.174,66;4.817.346,30
*****Programa: Divulgacao Oficial;7.200.000,00;6.567.841,35;6.567.174,66;4.817.346,30
******Projeto/Atividade: Impressao do Diario Oficial da Cidade de Sao Paulo;7.200.000,00;6.567.841,35;6.567.174,66;4.817.346,30
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;7.200.000,00;6.567.841,35;6.567.174,66;4.817.346,30
********Categoria da Despesa: Despesas Correntes;7.200.000,00;6.567.841,35;6.567.174,66;4.817.346,30
*********Modalidade da Despesa: Aplicacoes Diretas;7.200.000,00;6.567.841,35;6.567.174,66;4.817.346,30
**********Fonte: Tesouro Municipal;7.200.000,00;6.567.841,35;6.567.174,66;4.817.346,30
****Sub-Funcao: Controle Interno;1.100.000,00;100.000,00;0,00;0,00
*****Programa: Agilidade nos processos internos;100.000,00;100.000,00;0,00;0,00
******Projeto/Atividade: Gestao de Convenios - Cadastro Unico 3º Setor;100.000,00;100.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
*****Programa: Eficiencia e transparencia na gestao dos recursos;1.000.000,00;0,00;0,00;0,00
******Projeto/Atividade: Cadastro Unico de Contratos com Fornecedores;1.000.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.000.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000.000,00;0,00;0,00;0,00
****Sub-Funcao: Formacao de Recursos Humanos;3.999.000,00;3.577.707,77;958.278,60;817.190,02
*****Programa: Capacitacao do funcionalismo;3.999.000,00;3.577.707,77;958.278,60;817.190,02
******Projeto/Atividade: Capacitacao de Servidores;1.499.000,00;1.342.762,19;336.718,19;275.148,19
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;6.000,00;3.510,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;6.000,00;3.510,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;6.000,00;3.510,00;0,00;0,00
**********Fonte: Tesouro Municipal;6.000,00;3.510,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;200.000,00;191.700,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;200.000,00;191.700,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;200.000,00;191.700,00;0,00;0,00
**********Fonte: Tesouro Municipal;200.000,00;191.700,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.293.000,00;1.147.552,19;336.718,19;275.148,19
********Categoria da Despesa: Despesas Correntes;1.293.000,00;1.147.552,19;336.718,19;275.148,19
*********Modalidade da Despesa: Aplicacoes Diretas;1.293.000,00;1.147.552,19;336.718,19;275.148,19
**********Fonte: Tesouro Municipal;1.293.000,00;1.147.552,19;336.718,19;275.148,19
******Projeto/Atividade: Educacao a Distancia - Servidores;1.000.000,00;800.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.000.000,00;800.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000.000,00;800.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000.000,00;800.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000.000,00;800.000,00;0,00;0,00
******Projeto/Atividade: Formacao e Aperfeicoamento dos Profissionais da PMSP;1.500.000,00;1.434.945,58;621.560,41;542.041,83
*******Elemento Economico: Diarias - Civil;50.000,00;44.246,10;18.033,91;18.033,91
********Categoria da Despesa: Despesas Correntes;50.000,00;44.246,10;18.033,91;18.033,91
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;44.246,10;18.033,91;18.033,91
**********Fonte: Tesouro Municipal;50.000,00;44.246,10;18.033,91;18.033,91
*******Elemento Economico: Equipamentos e Material Permanente;80.000,00;80.000,00;6.070,00;6.070,00
********Categoria da Despesa: Despesas de Capital;80.000,00;80.000,00;6.070,00;6.070,00
*********Modalidade da Despesa: Aplicacoes Diretas;80.000,00;80.000,00;6.070,00;6.070,00
**********Fonte: Tesouro Municipal;80.000,00;80.000,00;6.070,00;6.070,00
*******Elemento Economico: Material de Consumo;55.000,00;53.332,78;37.406,74;37.121,34
********Categoria da Despesa: Despesas Correntes;55.000,00;53.332,78;37.406,74;37.121,34
*********Modalidade da Despesa: Aplicacoes Diretas;55.000,00;53.332,78;37.406,74;37.121,34
**********Fonte: Tesouro Municipal;55.000,00;53.332,78;37.406,74;37.121,34
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;5.000,00;3.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;5.000,00;3.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;3.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.000,00;3.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;140.000,00;133.880,00;6.000,00;6.000,00
********Categoria da Despesa: Despesas Correntes;140.000,00;133.880,00;6.000,00;6.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;140.000,00;133.880,00;6.000,00;6.000,00
**********Fonte: Tesouro Municipal;140.000,00;133.880,00;6.000,00;6.000,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;305.000,00;305.000,00;301.649,76;247.330,50
********Categoria da Despesa: Despesas Correntes;305.000,00;305.000,00;301.649,76;247.330,50
*********Modalidade da Despesa: Apl.Dir.Dec.Op. entre Orgaos,Fundos e Ent.Int.Orc.Fiscal e Seg.Social;305.000,00;305.000,00;301.649,76;247.330,50
**********Fonte: Tesouro Municipal;305.000,00;305.000,00;301.649,76;247.330,50
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;695.000,00;658.086,70;252.400,00;227.486,08
********Categoria da Despesa: Despesas Correntes;695.000,00;658.086,70;252.400,00;227.486,08
*********Modalidade da Despesa: Aplicacoes Diretas;695.000,00;658.086,70;252.400,00;227.486,08
**********Fonte: Tesouro Municipal;695.000,00;658.086,70;252.400,00;227.486,08
*******Elemento Economico: Passagens e Despesas com Locomocao;140.000,00;132.800,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;140.000,00;132.800,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;140.000,00;132.800,00;0,00;0,00
**********Fonte: Tesouro Municipal;140.000,00;132.800,00;0,00;0,00
*******Elemento Economico: Premiacoes Culturais, Artisticas, Cientificas, Desport. e Outras;30.000,00;24.600,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;30.000,00;24.600,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;30.000,00;24.600,00;0,00;0,00
**********Fonte: Tesouro Municipal;30.000,00;24.600,00;0,00;0,00
****Sub-Funcao: Normatizacao e Fiscalizacao;500.000,00;1.000,00;0,00;0,00
*****Programa: Suporte administrativo;500.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Consolidacao da Legislacao;500.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;500.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;500.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;500.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;500.000,00;1.000,00;0,00;0,00
****Sub-Funcao: Planejamento e Orcamento;2.394.614,00;2.394.614,00;484.560,00;484.560,00
*****Programa: Eficiencia e transparencia na gestao dos recursos;250.000,00;250.000,00;0,00;0,00
******Projeto/Atividade: Aperfeicoamento da Base de Dados Socioeconomicos;250.000,00;250.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Economico: Servicos de Consultoria;240.000,00;240.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;240.000,00;240.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;240.000,00;240.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;240.000,00;240.000,00;0,00;0,00
*****Programa: Qualidade da receita e da despesa;2.144.614,00;2.144.614,00;484.560,00;484.560,00
******Projeto/Atividade: Atualizacao do Sistema Central de Planejamento;604.614,00;604.614,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Outras Fontes;50.000,00;50.000,00;0,00;0,00
*******Elemento Economico: Servicos de Consultoria;554.614,00;554.614,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;554.614,00;554.614,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;554.614,00;554.614,00;0,00;0,00
**********Fonte: Outras Fontes;554.614,00;554.614,00;0,00;0,00
******Projeto/Atividade: Estudos e Projetos de Planejamento, Orcamento e  Avaliacao;1.540.000,00;1.540.000,00;484.560,00;484.560,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;300.000,00;300.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;300.000,00;300.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;300.000,00;300.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;300.000,00;300.000,00;0,00;0,00
*******Elemento Economico: Premiacoes Culturais, Artisticas, Cientificas, Desport. e Outras;40.000,00;40.000,00;0,00;0,00
