Selecao;Orcado;Atualizado;Empenhado;Liquidado
**********Fonte: Fundo Constitucional da Educacao;0,00;2.191.544,17;0,00;0,00
**********Fonte: Tesouro Municipal;56.600.000,00;51.924.774,24;51.750.163,53;39.904.127,88
*******Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;102.449.440,00;147.901.862,72;134.102.827,40;134.102.827,40
********Categoria da Despesa: Despesas Correntes;102.449.440,00;147.901.862,72;134.102.827,40;134.102.827,40
*********Modalidade da Despesa: Aplicacoes Diretas;102.449.440,00;147.901.862,72;134.102.827,40;134.102.827,40
**********Fonte: Fundo Constitucional da Educacao;102.449.440,00;132.847.465,56;132.847.465,56;132.847.465,56
**********Fonte: Tesouro Municipal;0,00;15.054.397,16;1.255.361,84;1.255.361,84
******Projeto/Atividade: Recursos para CEI da Sociedade Uniao e Progresso do Parque Arariba e Adjacencias -  E2429;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Subvencoes Sociais;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma CEI Sao Sebastiao - Rua Profº Washington Pires, 123 - Jd. Maria Sampaio - 05790-420 -  E2345;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma CEI Walter Sommelarth - Rua Vicente A Costa Abreu, 01 - Parque Sonia - 05856-150 -  E2349;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma Creche Cohab Educandario - Rua Henri Michael Thau com Rua Engº Hugo Takahash - Jd. Educandario - 05563-120 -  E2254;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma Creche Paulo e Admar - Rua Reverendo Peixoto da Silva, 155 - Jardim Rosana - 05795-010 -  E2256;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI BRYAN BIGUINATI JARDIM - Rua Francisco Soares, 27 - Jd. Inga -  E2327;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI GENTE INOCENTE, Av. Antonio Jose Bentes, 690 - JARDIM IRENE -  E2330;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI JARDIM CATANDUVA  Rua Dr. Renato Bueno Neto  Jardim Catanduva -  E2335;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI JARDIM DOM JOSE - Rua Francisco Soares, 27 - Jd. Inga -  E2332;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI JARDIM MACEDONIA - Rua Soriano de Albuquerque, 77 - Jd. Macedonia -  E2333;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI JARDIM MITSUTANI - Rua Marco de Canaveses, 35 - Jd. Mitsutani -  E2337;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI JARDIM REBOUCAS - Rua Cauima, 35 Jd. Reboucas -  E2338;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI JARDIM UMARIZAL - Rua Ecauna, 139 - Jd. Umarizal -  E2339;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI MARIA SAMPAIO - Rua Almada Negreiros - Desapropriacao -  E2340;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI PARQUE REGINA - Rua Inacio Manoel Tourinho, 101 - Pq. Regina -  E2342;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da CEI PINGO DE GENTE -  Rua Gingadinho, 408 - Cohab - Valo Velo -  E2344;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da Creche Mae Operaria - Rua Arquiteto Felipe Jr., 20 - Americanopolis -  E2255;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da EMEI Airton Senna da Silva  - Praca do Jd. Miriam - 80 - Jd. Miriam. -  E2287;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da EMEI CATULO DA PAIXAO CEARENSE - Rua Prof. Joao da Cunha Vasconcelos - Parque Ipe - Campo Limpo - PA 2008.0.192.600-5 -  E2290;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma da EMEI WILMA ALVARENGA - Rua Antonio Barbosa Cunha - Cohab Adventista - PA 2002.0.100.001-2 -  E2294;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma e Ampliacao da CEI ELFRIDA Z JARDIM - Rua Joao Andre Leyser, 99 - Vila Fazzeoni -  E2329;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Reforma e Ampliacao de Unidades Educacionais de Ensino Infantil;25.000.000,00;23.144.456,20;4.344.910,91;3.195.582,99
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;7.171,80;7.171,80;0,00
********Categoria da Despesa: Despesas de Capital;0,00;7.171,80;7.171,80;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;7.171,80;7.171,80;0,00
**********Fonte: Tesouro Municipal;0,00;7.171,80;7.171,80;0,00
*******Elemento Economico: Obras e Instalacoes;25.000.000,00;23.137.284,40;4.337.739,11;3.195.582,99
********Categoria da Despesa: Despesas de Capital;25.000.000,00;23.137.284,40;4.337.739,11;3.195.582,99
*********Modalidade da Despesa: Aplicacoes Diretas;25.000.000,00;23.137.284,40;4.337.739,11;3.195.582,99
**********Fonte: Tesouro Municipal;25.000.000,00;23.137.284,40;4.337.739,11;3.195.582,99
******Projeto/Atividade: Reforma e Ampliacao do CEI Sagrado Coracao de Jesus - R. Miguel Dias de Arzao, 303 - Jd. Novo Santo Amaro - E3929;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Remuneracao dos Profissionais do Magisterio - EI;794.096.021,00;506.147.234,29;503.234.520,87;503.234.520,87
*******Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;794.096.021,00;506.147.234,29;503.234.520,87;503.234.520,87
********Categoria da Despesa: Despesas Correntes;794.096.021,00;506.147.234,29;503.234.520,87;503.234.520,87
*********Modalidade da Despesa: Aplicacoes Diretas;794.096.021,00;506.147.234,29;503.234.520,87;503.234.520,87
**********Fonte: Fundo Constitucional da Educacao;794.096.021,00;375.197.108,82;375.192.121,73;375.192.121,73
**********Fonte: Tesouro Municipal;0,00;130.950.125,47;128.042.399,14;128.042.399,14
******Projeto/Atividade: Transporte do Escolar  - EI;59.000.000,00;49.745.251,44;49.655.018,95;44.256.624,08
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;77.939,30;77.745,99;77.745,99
********Categoria da Despesa: Despesas Correntes;0,00;77.939,30;77.745,99;77.745,99
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;77.939,30;77.745,99;77.745,99
**********Fonte: Tesouro Municipal;0,00;77.939,30;77.745,99;77.745,99
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;3.430.000,00;3.002.812,14;2.915.500,00;2.385.274,99
********Categoria da Despesa: Despesas Correntes;3.430.000,00;3.002.812,14;2.915.500,00;2.385.274,99
*********Modalidade da Despesa: Aplicacoes Diretas;3.430.000,00;3.002.812,14;2.915.500,00;2.385.274,99
**********Fonte: Tesouro Municipal;3.430.000,00;3.002.812,14;2.915.500,00;2.385.274,99
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;53.840.000,00;40.244.000,00;40.241.272,96;36.235.740,32
********Categoria da Despesa: Despesas Correntes;53.840.000,00;40.244.000,00;40.241.272,96;36.235.740,32
*********Modalidade da Despesa: Aplicacoes Diretas;53.840.000,00;40.244.000,00;40.241.272,96;36.235.740,32
**********Fonte: Tesouro Municipal;53.840.000,00;40.244.000,00;40.241.272,96;36.235.740,32
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.730.000,00;6.420.500,00;6.420.500,00;5.557.862,78
********Categoria da Despesa: Despesas Correntes;1.730.000,00;6.420.500,00;6.420.500,00;5.557.862,78
*********Modalidade da Despesa: Aplicacoes Diretas;1.730.000,00;6.420.500,00;6.420.500,00;5.557.862,78
**********Fonte: Tesouro Municipal;1.730.000,00;6.420.500,00;6.420.500,00;5.557.862,78
*****Programa: Programa Municipal de Parcerias Publico-Privadas;75.000.000,00;31.678.085,96;0,00;0,00
******Projeto/Atividade: Parceria Publico-Privada - Creches;75.000.000,00;31.678.085,96;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;75.000.000,00;31.678.085,96;0,00;0,00
********Categoria da Despesa: Despesas Correntes;75.000.000,00;31.678.085,96;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;75.000.000,00;31.678.085,96;0,00;0,00
**********Fonte: Tesouro Municipal;75.000.000,00;31.678.085,96;0,00;0,00
****Sub-Funcao: Ensino Fundamental;2.021.856.593,00;2.411.956.648,55;2.377.446.328,09;2.239.363.147,71
*****Programa: Educacao de Jovens e Adultos;11.821.000,00;10.965.000,00;7.640.101,95;7.185.941,28
******Projeto/Atividade: Alfabetizacao de Jovens e Adultos;10.500.000,00;10.500.000,00;7.477.183,90;7.090.935,80
*******Elemento Economico: Indenizacoes e Restituicoes;0,00;7.200.000,00;6.976.853,33;6.976.853,33
********Categoria da Despesa: Despesas Correntes;0,00;7.200.000,00;6.976.853,33;6.976.853,33
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;7.200.000,00;6.976.853,33;6.976.853,33
**********Fonte: Transferencias Federais;0,00;7.200.000,00;6.976.853,33;6.976.853,33
*******Elemento Economico: Material de Distribuicao Gratuita;4.125.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;4.125.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;4.125.000,00;0,00;0,00;0,00
**********Fonte: Transferencias Federais;4.125.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;6.375.000,00;3.300.000,00;500.330,57;114.082,47
********Categoria da Despesa: Despesas Correntes;6.375.000,00;3.300.000,00;500.330,57;114.082,47
*********Modalidade da Despesa: Aplicacoes Diretas;6.375.000,00;3.300.000,00;500.330,57;114.082,47
**********Fonte: Tesouro Municipal;3.000.000,00;3.000.000,00;500.330,57;114.082,47
**********Fonte: Transferencias Federais;3.375.000,00;300.000,00;0,00;0,00
******Projeto/Atividade: Alfabetizacao de Jovens e Adultos - E3928;50.000,00;50.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Receita Condicionada;50.000,00;50.000,00;0,00;0,00
******Projeto/Atividade: Oper. e Manut. de Centros Mun. de Educacao de Jov. e Adultos-CIEJA's;1.270.000,00;414.000,00;162.918,05;95.005,48
*******Elemento Economico: Equipamentos e Material Permanente;50.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;10.000,00;0,00;0,00
*******Elemento Economico: Material de Consumo;20.000,00;4.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;4.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;20.000,00;4.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;4.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.200.000,00;400.000,00;162.918,05;95.005,48
********Categoria da Despesa: Despesas Correntes;1.200.000,00;400.000,00;162.918,05;95.005,48
*********Modalidade da Despesa: Aplicacoes Diretas;1.200.000,00;400.000,00;162.918,05;95.005,48
**********Fonte: Tesouro Municipal;1.200.000,00;400.000,00;162.918,05;95.005,48
******Projeto/Atividade: Programa PROJOVEM Urbano - Lei Federal - E1277;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
*****Programa: Ensino Fundamental;1.995.028.093,00;2.386.970.471,77;2.359.972.196,14;2.226.604.655,68
******Projeto/Atividade: Cobertura de quadra da EMEF localizado na  Rua Pedra Lavrada  Vl. Cisper-Ermelino Matarazzo - E5404;60.000,00;60.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;60.000,00;60.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;60.000,00;60.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;60.000,00;60.000,00;0,00;0,00
**********Fonte: Receita Condicionada;60.000,00;60.000,00;0,00;0,00
******Projeto/Atividade: Construcao de EMEF - Chacara Maria Trindade - Perus - E3928;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de EMEF - Jardim Marcelo - E3929;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de EMEF  Jardim Amalia  Estrada de Itapecerica da Serra x Rua Jeronimo Graneiro Garcia  Capao Redondo - E2171;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de EMEF  Jardim Jeriva  - Rua Jose Churriguerra, 64  Campo Limpo - E2174;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de EMEF  Jardim Olinda  - Rua Clodomiro de Oliveira x Chico Nunes  Campo Limpo - E2175;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de EMEF  Jardim Paris  Estr. de Campo Limpo x Rua Joao Bernardo Vieira  Campo Limpo - E2176;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de EMEF  Parque do Engenho  Rua Ana Aslan  Campo Limpo - E2179;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de EMEF  Parque Santana  Rua Elis Maas (Em Frente Rua Maria Blanchard  Capao Redondo - E2183;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de Unidades Educacionais  de Ensino Fundamental;73.980.659,00;113.965.518,91;111.682.464,72;103.834.631,71
*******Elemento Economico: Aquisicao de Imoveis;4.000.000,00;2.000.000,00;1.156.398,46;1.156.398,46
********Categoria da Despesa: Despesas de Capital;4.000.000,00;2.000.000,00;1.156.398,46;1.156.398,46
*********Modalidade da Despesa: Aplicacoes Diretas;4.000.000,00;2.000.000,00;1.156.398,46;1.156.398,46
**********Fonte: Tesouro Municipal;4.000.000,00;2.000.000,00;1.156.398,46;1.156.398,46
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;1.274,66;1.274,66;0,00
********Categoria da Despesa: Despesas de Capital;0,00;1.274,66;1.274,66;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;1.274,66;1.274,66;0,00
**********Fonte: Tesouro Municipal;0,00;1.274,66;1.274,66;0,00
*******Elemento Economico: Obras e Instalacoes;69.980.659,00;111.964.244,25;110.524.791,60;102.678.233,25
********Categoria da Despesa: Despesas de Capital;69.980.659,00;111.964.244,25;110.524.791,60;102.678.233,25
*********Modalidade da Despesa: Aplicacoes Diretas;69.980.659,00;111.964.244,25;110.524.791,60;102.678.233,25
**********Fonte: Tesouro Municipal;69.980.659,00;111.964.244,25;110.524.791,60;102.678.233,25
******Projeto/Atividade: Fornecimento de Uniformes e Material Escolar - EF;45.000.000,00;180.772.079,77;168.550.369,12;79.061.289,37
*******Elemento Economico: Material de Distribuicao Gratuita;41.000.000,00;180.772.079,77;168.550.369,12;79.061.289,37
********Categoria da Despesa: Despesas Correntes;41.000.000,00;180.772.079,77;168.550.369,12;79.061.289,37
*********Modalidade da Despesa: Aplicacoes Diretas;41.000.000,00;180.772.079,77;168.550.369,12;79.061.289,37
**********Fonte: Fundo Constitucional da Educacao;0,00;30.082.897,70;28.473.544,05;0,00
**********Fonte: Tesouro Municipal;41.000.000,00;98.742.691,73;88.130.407,07;79.061.289,37
**********Fonte: Transferencias Federais;0,00;51.946.490,34;51.946.418,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;4.000.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;4.000.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;4.000.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;4.000.000,00;0,00;0,00;0,00
******Projeto/Atividade: Operacao e Manutencao do Ensino Fundamental;637.019.919,00;541.549.233,32;535.637.037,66;506.192.190,08
*******Elemento Economico: Auxilio-Alimentacao;130.139.022,00;137.547.906,66;137.506.178,39;137.506.178,39
********Categoria da Despesa: Despesas Correntes;130.139.022,00;137.547.906,66;137.506.178,39;137.506.178,39
*********Modalidade da Despesa: Aplicacoes Diretas;130.139.022,00;137.547.906,66;137.506.178,39;137.506.178,39
**********Fonte: Fundo Constitucional da Educacao;0,00;1.108.266,94;1.066.538,67;1.066.538,67
**********Fonte: Tesouro Municipal;130.139.022,00;136.439.639,72;136.439.639,72;136.439.639,72
*******Elemento Economico: Auxilio-Transporte;10.424.411,00;10.638.292,44;9.464.994,02;9.464.994,02
********Categoria da Despesa: Despesas Correntes;10.424.411,00;10.638.292,44;9.464.994,02;9.464.994,02
*********Modalidade da Despesa: Aplicacoes Diretas;10.424.411,00;10.638.292,44;9.464.994,02;9.464.994,02
**********Fonte: Tesouro Municipal;10.424.411,00;10.638.292,44;9.464.994,02;9.464.994,02
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;1.698.490,96;1.666.361,81;1.647.775,83
********Categoria da Despesa: Despesas Correntes;0,00;1.698.490,96;1.666.361,81;1.647.775,83
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;1.698.490,96;1.666.361,81;1.647.775,83
**********Fonte: Tesouro Municipal;0,00;1.698.490,96;1.666.361,81;1.647.775,83
*******Elemento Economico: Equipamentos e Material Permanente;6.000.000,00;6.000.000,00;5.453.034,96;5.448.870,66
