Seleção;Orçado;Atualizado;Empenhado;Liquidado
********Categoria da Despesa: Despesas Correntes;1.053.320,00;1.053.320,00;182.541,25;156.221,25
*********Modalidade da Despesa: Aplicações Diretas;1.053.320,00;1.053.320,00;182.541,25;156.221,25
**********Fonte: Tesouro Municipal;1.053.320,00;1.053.320,00;182.541,25;156.221,25
*******Elemento Econômico: Premiações Culturais, Artísticas, Científicas, Desport. e Outras;14.520,00;14.520,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;14.520,00;14.520,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;14.520,00;14.520,00;0,00;0,00
**********Fonte: Tesouro Municipal;14.520,00;14.520,00;0,00;0,00
*****Programa: Suporte Administrativo;1.290.744,00;1.367.690,39;1.248.371,32;1.071.316,77
******Projeto/Atividade: Administração da Diretoria Regional de Educação;1.290.744,00;1.367.690,39;1.248.371,32;1.071.316,77
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;9.609,01;9.609,01;9.609,01
********Categoria da Despesa: Despesas Correntes;0,00;9.609,01;9.609,01;9.609,01
*********Modalidade da Despesa: Aplicações Diretas;0,00;9.609,01;9.609,01;9.609,01
**********Fonte: Tesouro Municipal;0,00;9.609,01;9.609,01;9.609,01
*******Elemento Econômico: Equipamentos e Material Permanente;24.950,00;24.950,00;24.950,00;24.950,00
********Categoria da Despesa: Despesas de Capital;24.950,00;24.950,00;24.950,00;24.950,00
*********Modalidade da Despesa: Aplicações Diretas;24.950,00;24.950,00;24.950,00;24.950,00
**********Fonte: Tesouro Municipal;24.950,00;24.950,00;24.950,00;24.950,00
*******Elemento Econômico: Material de Consumo;32.205,00;50.017,92;49.944,57;49.944,57
********Categoria da Despesa: Despesas Correntes;32.205,00;50.017,92;49.944,57;49.944,57
*********Modalidade da Despesa: Aplicações Diretas;32.205,00;50.017,92;49.944,57;49.944,57
**********Fonte: Tesouro Municipal;32.205,00;50.017,92;49.944,57;49.944,57
*******Elemento Econômico: Obrigações Tributárias e Contributivas;18.782,00;18.782,00;18.782,00;15.961,35
********Categoria da Despesa: Despesas Correntes;18.782,00;18.782,00;18.782,00;15.961,35
*********Modalidade da Despesa: Aplicações Diretas;18.782,00;18.782,00;18.782,00;15.961,35
**********Fonte: Tesouro Municipal;18.782,00;18.782,00;18.782,00;15.961,35
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.214.807,00;1.264.331,46;1.145.085,74;970.851,84
********Categoria da Despesa: Despesas Correntes;1.214.807,00;1.264.331,46;1.145.085,74;970.851,84
*********Modalidade da Despesa: Aplicações Diretas;1.214.807,00;1.264.331,46;1.145.085,74;970.851,84
**********Fonte: Tesouro Municipal;1.214.807,00;1.264.331,46;1.145.085,74;970.851,84
****Sub-Função: Educação Especial;167.469,00;167.469,00;127.776,01;114.469,65
*****Programa: Educação Especial;167.469,00;167.469,00;127.776,01;114.469,65
******Projeto/Atividade: Operação e Manutenção da Educação Especial;167.469,00;167.469,00;127.776,01;114.469,65
*******Elemento Econômico: Equipamentos e Material Permanente;7.000,00;44.408,00;36.180,00;32.313,00
********Categoria da Despesa: Despesas de Capital;7.000,00;44.408,00;36.180,00;32.313,00
*********Modalidade da Despesa: Aplicações Diretas;7.000,00;44.408,00;36.180,00;32.313,00
**********Fonte: Tesouro Municipal;7.000,00;44.408,00;36.180,00;32.313,00
*******Elemento Econômico: Material de Consumo;80.048,00;42.640,00;37.523,24;37.141,24
********Categoria da Despesa: Despesas Correntes;80.048,00;42.640,00;37.523,24;37.141,24
*********Modalidade da Despesa: Aplicações Diretas;80.048,00;42.640,00;37.523,24;37.141,24
**********Fonte: Tesouro Municipal;80.048,00;42.640,00;37.523,24;37.141,24
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;80.421,00;80.421,00;54.072,77;45.015,41
********Categoria da Despesa: Despesas Correntes;80.421,00;80.421,00;54.072,77;45.015,41
*********Modalidade da Despesa: Aplicações Diretas;80.421,00;80.421,00;54.072,77;45.015,41
**********Fonte: Tesouro Municipal;80.421,00;80.421,00;54.072,77;45.015,41
****Sub-Função: Educação Infantil;40.553.149,00;40.571.465,45;37.849.696,08;36.099.437,29
*****Programa: Educação Infantil;40.553.149,00;40.571.465,45;37.849.696,08;36.099.437,29
******Projeto/Atividade: Convênios para Operação e Manutenção de CEIs e Creches;29.347.407,00;30.419.062,78;29.439.176,67;28.533.112,36
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;73.454,79;73.454,79;61.486,76
********Categoria da Despesa: Despesas Correntes;0,00;73.454,79;73.454,79;61.486,76
*********Modalidade da Despesa: Aplicações Diretas;0,00;73.454,79;73.454,79;61.486,76
**********Fonte: Tesouro Municipal;0,00;73.454,79;73.454,79;61.486,76
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;51.854,00;51.854,00;4.373,00;4.373,00
********Categoria da Despesa: Despesas Correntes;51.854,00;51.854,00;4.373,00;4.373,00
*********Modalidade da Despesa: Aplicações Diretas;51.854,00;51.854,00;4.373,00;4.373,00
**********Fonte: Tesouro Municipal;51.854,00;51.854,00;4.373,00;4.373,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;29.295.553,00;30.293.753,99;29.361.348,88;28.467.252,60
********Categoria da Despesa: Despesas Correntes;29.295.553,00;30.293.753,99;29.361.348,88;28.467.252,60
*********Modalidade da Despesa: Aplicações Diretas;29.295.553,00;30.293.753,99;29.361.348,88;28.467.252,60
**********Fonte: Fundo Constitucional da Educação;0,00;998.200,99;947.817,41;942.855,55
**********Fonte: Tesouro Municipal;29.295.553,00;29.295.553,00;28.413.531,47;27.524.397,05
******Projeto/Atividade: Manutenção da Rede Escolar - APM/PTRF - EI;1.931.877,00;1.931.877,00;1.810.371,05;1.810.371,05
*******Elemento Econômico: Equipamentos e Material Permanente;386.376,00;386.376,00;362.074,21;362.074,21
********Categoria da Despesa: Despesas de Capital;386.376,00;386.376,00;362.074,21;362.074,21
*********Modalidade da Despesa: Aplicações Diretas;386.376,00;386.376,00;362.074,21;362.074,21
**********Fonte: Tesouro Municipal;386.376,00;386.376,00;362.074,21;362.074,21
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.545.501,00;1.545.501,00;1.448.296,84;1.448.296,84
********Categoria da Despesa: Despesas Correntes;1.545.501,00;1.545.501,00;1.448.296,84;1.448.296,84
*********Modalidade da Despesa: Aplicações Diretas;1.545.501,00;1.545.501,00;1.448.296,84;1.448.296,84
**********Fonte: Tesouro Municipal;1.545.501,00;1.545.501,00;1.448.296,84;1.448.296,84
******Projeto/Atividade: Operação e Manutenção de Centros de Educação Infantil;3.974.073,00;3.571.747,98;2.967.797,41;2.550.931,15
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;5.690,17;5.654,90;0,00
********Categoria da Despesa: Despesas Correntes;0,00;5.690,17;5.654,90;0,00
*********Modalidade da Despesa: Aplicações Diretas;0,00;5.690,17;5.654,90;0,00
**********Fonte: Tesouro Municipal;0,00;5.690,17;5.654,90;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;98.980,00;124.158,25;100.893,62;100.893,62
********Categoria da Despesa: Despesas de Capital;98.980,00;124.158,25;100.893,62;100.893,62
*********Modalidade da Despesa: Aplicações Diretas;98.980,00;124.158,25;100.893,62;100.893,62
**********Fonte: Tesouro Municipal;98.980,00;124.158,25;100.893,62;100.893,62
*******Elemento Econômico: Material de Consumo;401.487,00;401.487,00;401.175,07;401.175,07
********Categoria da Despesa: Despesas Correntes;401.487,00;401.487,00;401.175,07;401.175,07
*********Modalidade da Despesa: Aplicações Diretas;401.487,00;401.487,00;401.175,07;401.175,07
**********Fonte: Tesouro Municipal;401.487,00;401.487,00;401.175,07;401.175,07
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;3.473.606,00;3.040.412,56;2.460.073,82;2.048.862,46
********Categoria da Despesa: Despesas Correntes;3.473.606,00;3.040.412,56;2.460.073,82;2.048.862,46
*********Modalidade da Despesa: Aplicações Diretas;3.473.606,00;3.040.412,56;2.460.073,82;2.048.862,46
**********Fonte: Tesouro Municipal;3.473.606,00;3.040.412,56;2.460.073,82;2.048.862,46
******Projeto/Atividade: Operação e Manutenção de Escolas Municipais de Educação Infantil;5.299.792,00;4.648.777,69;3.632.350,95;3.205.022,73
*******Elemento Econômico: Equipamentos e Material Permanente;144.000,00;144.000,00;115.109,73;115.109,73
********Categoria da Despesa: Despesas de Capital;144.000,00;144.000,00;115.109,73;115.109,73
*********Modalidade da Despesa: Aplicações Diretas;144.000,00;144.000,00;115.109,73;115.109,73
**********Fonte: Tesouro Municipal;144.000,00;144.000,00;115.109,73;115.109,73
*******Elemento Econômico: Material de Consumo;400.776,00;400.776,00;400.500,67;400.379,67
********Categoria da Despesa: Despesas Correntes;400.776,00;400.776,00;400.500,67;400.379,67
*********Modalidade da Despesa: Aplicações Diretas;400.776,00;400.776,00;400.500,67;400.379,67
**********Fonte: Tesouro Municipal;400.776,00;400.776,00;400.500,67;400.379,67
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;4.755.016,00;4.104.001,69;3.116.740,55;2.689.533,33
********Categoria da Despesa: Despesas Correntes;4.755.016,00;4.104.001,69;3.116.740,55;2.689.533,33
*********Modalidade da Despesa: Aplicações Diretas;4.755.016,00;4.104.001,69;3.116.740,55;2.689.533,33
**********Fonte: Tesouro Municipal;4.755.016,00;4.104.001,69;3.116.740,55;2.689.533,33
****Sub-Função: Ensino Fundamental;8.520.231,00;8.363.824,49;6.806.058,43;6.187.641,97
*****Programa: Educação de Jovens e Adultos;462.218,00;462.218,00;409.217,43;378.470,00
******Projeto/Atividade: Alfabetização de Jovens e Adultos;143.136,00;143.136,00;119.280,00;119.280,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;143.136,00;143.136,00;119.280,00;119.280,00
********Categoria da Despesa: Despesas Correntes;143.136,00;143.136,00;119.280,00;119.280,00
*********Modalidade da Despesa: Aplicações Diretas;143.136,00;143.136,00;119.280,00;119.280,00
**********Fonte: Tesouro Municipal;143.136,00;143.136,00;119.280,00;119.280,00
******Projeto/Atividade: Oper. e Manut. de Centros Mun. de Educação de Jov. e Adultos-CIEJA's;319.082,00;319.082,00;289.937,43;259.190,00
*******Elemento Econômico: Equipamentos e Material Permanente;5.000,00;5.000,00;4.469,00;4.469,00
********Categoria da Despesa: Despesas de Capital;5.000,00;5.000,00;4.469,00;4.469,00
*********Modalidade da Despesa: Aplicações Diretas;5.000,00;5.000,00;4.469,00;4.469,00
**********Fonte: Tesouro Municipal;5.000,00;5.000,00;4.469,00;4.469,00
*******Elemento Econômico: Material de Consumo;19.937,00;19.937,00;19.900,19;19.900,19
********Categoria da Despesa: Despesas Correntes;19.937,00;19.937,00;19.900,19;19.900,19
*********Modalidade da Despesa: Aplicações Diretas;19.937,00;19.937,00;19.900,19;19.900,19
**********Fonte: Tesouro Municipal;19.937,00;19.937,00;19.900,19;19.900,19
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;198.400,00;198.400,00;176.835,25;160.835,25
********Categoria da Despesa: Despesas Correntes;198.400,00;198.400,00;176.835,25;160.835,25
*********Modalidade da Despesa: Aplicações Diretas;198.400,00;198.400,00;176.835,25;160.835,25
**********Fonte: Tesouro Municipal;198.400,00;198.400,00;176.835,25;160.835,25
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;95.745,00;95.745,00;88.732,99;73.985,56
********Categoria da Despesa: Despesas Correntes;95.745,00;95.745,00;88.732,99;73.985,56
*********Modalidade da Despesa: Aplicações Diretas;95.745,00;95.745,00;88.732,99;73.985,56
**********Fonte: Tesouro Municipal;95.745,00;95.745,00;88.732,99;73.985,56
*****Programa: Ensino Fundamental;8.058.013,00;7.901.606,49;6.396.841,00;5.809.171,97
******Projeto/Atividade: Concessão de Bibliotecas-Prêmio;25.000,00;25.000,00;0,00;0,00
*******Elemento Econômico: Material de Distribuição Gratuita;25.000,00;25.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;25.000,00;25.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;25.000,00;25.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;25.000,00;25.000,00;0,00;0,00
******Projeto/Atividade: Manutenção da Rede Escolar - APM/PTRF - EF;1.625.907,00;1.625.907,00;1.549.687,60;1.549.687,60
*******Elemento Econômico: Equipamentos e Material Permanente;325.182,00;325.182,00;309.937,52;309.937,52
********Categoria da Despesa: Despesas de Capital;325.182,00;325.182,00;309.937,52;309.937,52
*********Modalidade da Despesa: Aplicações Diretas;325.182,00;325.182,00;309.937,52;309.937,52
**********Fonte: Tesouro Municipal;325.182,00;325.182,00;309.937,52;309.937,52
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.300.725,00;1.300.725,00;1.239.750,08;1.239.750,08
********Categoria da Despesa: Despesas Correntes;1.300.725,00;1.300.725,00;1.239.750,08;1.239.750,08
*********Modalidade da Despesa: Aplicações Diretas;1.300.725,00;1.300.725,00;1.239.750,08;1.239.750,08
**********Fonte: Tesouro Municipal;1.300.725,00;1.300.725,00;1.239.750,08;1.239.750,08
******Projeto/Atividade: Operação e Manutenção do Ensino Fundamental;6.094.943,00;5.599.330,89;4.195.784,80;3.608.115,77
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;14.749,68;14.749,68;14.749,68
********Categoria da Despesa: Despesas Correntes;0,00;14.749,68;14.749,68;14.749,68
*********Modalidade da Despesa: Aplicações Diretas;0,00;14.749,68;14.749,68;14.749,68
**********Fonte: Tesouro Municipal;0,00;14.749,68;14.749,68;14.749,68
*******Elemento Econômico: Equipamentos e Material Permanente;144.000,00;300.246,71;244.878,60;237.078,60
********Categoria da Despesa: Despesas de Capital;144.000,00;300.246,71;244.878,60;237.078,60
*********Modalidade da Despesa: Aplicações Diretas;144.000,00;300.246,71;244.878,60;237.078,60
**********Fonte: Tesouro Municipal;144.000,00;300.246,71;244.878,60;237.078,60
*******Elemento Econômico: Material de Consumo;315.494,00;315.494,00;315.477,21;315.477,21
********Categoria da Despesa: Despesas Correntes;315.494,00;315.494,00;315.477,21;315.477,21
*********Modalidade da Despesa: Aplicações Diretas;315.494,00;315.494,00;315.477,21;315.477,21
**********Fonte: Tesouro Municipal;315.494,00;315.494,00;315.477,21;315.477,21
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;5.635.449,00;4.968.840,50;3.620.679,31;3.040.810,28
********Categoria da Despesa: Despesas Correntes;5.635.449,00;4.968.840,50;3.620.679,31;3.040.810,28
*********Modalidade da Despesa: Aplicações Diretas;5.635.449,00;4.968.840,50;3.620.679,31;3.040.810,28
**********Fonte: Tesouro Municipal;5.635.449,00;4.968.840,50;3.620.679,31;3.040.810,28
******Projeto/Atividade: Programa Dinheiro Direto na Escola - PDDE/FNDE;312.163,00;651.368,60;651.368,60;651.368,60
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;312.163,00;651.368,60;651.368,60;651.368,60
********Categoria da Despesa: Despesas Correntes;312.163,00;651.368,60;651.368,60;651.368,60
*********Modalidade da Despesa: Aplicações Diretas;312.163,00;651.368,60;651.368,60;651.368,60
**********Fonte: Transferências Federais;312.163,00;651.368,60;651.368,60;651.368,60
****Sub-Função: Formação de Recursos Humanos;351.388,00;351.388,00;47.825,42;39.773,20
*****Programa: Qualidade do Ensino e Formação Profissional;351.388,00;351.388,00;47.825,42;39.773,20
******Projeto/Atividade: Formação e Aperfeiçoamento dos Profissionais da Educação;351.388,00;351.388,00;47.825,42;39.773,20
*******Elemento Econômico: Material de Consumo;21.568,00;21.568,00;13.367,42;13.367,42
********Categoria da Despesa: Despesas Correntes;21.568,00;21.568,00;13.367,42;13.367,42
*********Modalidade da Despesa: Aplicações Diretas;21.568,00;21.568,00;13.367,42;13.367,42
**********Fonte: Tesouro Municipal;21.568,00;21.568,00;13.367,42;13.367,42
*******Elemento Econômico: Obrigações Tributárias e Contributivas;54.000,00;54.000,00;5.528,00;2.275,78
********Categoria da Despesa: Despesas Correntes;54.000,00;54.000,00;5.528,00;2.275,78
*********Modalidade da Despesa: Aplicações Diretas;54.000,00;54.000,00;5.528,00;2.275,78
**********Fonte: Tesouro Municipal;54.000,00;54.000,00;5.528,00;2.275,78
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;270.000,00;270.000,00;27.640,00;22.840,00
********Categoria da Despesa: Despesas Correntes;270.000,00;270.000,00;27.640,00;22.840,00
*********Modalidade da Despesa: Aplicações Diretas;270.000,00;270.000,00;27.640,00;22.840,00
**********Fonte: Tesouro Municipal;270.000,00;270.000,00;27.640,00;22.840,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;5.820,00;5.820,00;1.290,00;1.290,00
********Categoria da Despesa: Despesas Correntes;5.820,00;5.820,00;1.290,00;1.290,00
*********Modalidade da Despesa: Aplicações Diretas;5.820,00;5.820,00;1.290,00;1.290,00
**********Fonte: Tesouro Municipal;5.820,00;5.820,00;1.290,00;1.290,00
****Sub-Função: Tecnologia da Informação;188.596,00;188.596,00;34.199,00;34.199,00
*****Programa: Sistema de Informação e Processamento de Dados;188.596,00;188.596,00;34.199,00;34.199,00
******Projeto/Atividade: Aquisição de Materiais, Equipamentos e Serviços de Informática e Comunicação;188.596,00;188.596,00;34.199,00;34.199,00
*******Elemento Econômico: Material de Consumo;168.596,00;168.596,00;34.199,00;34.199,00
********Categoria da Despesa: Despesas Correntes;168.596,00;168.596,00;34.199,00;34.199,00
*********Modalidade da Despesa: Aplicações Diretas;168.596,00;168.596,00;34.199,00;34.199,00
**********Fonte: Tesouro Municipal;168.596,00;168.596,00;34.199,00;34.199,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;20.000,00;20.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;20.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;20.000,00;0,00;0,00
**Unidade: Diretoria Regional de Educação - Pirituba;50.394.706,00;54.423.189,60;48.836.686,70;43.976.222,40
***Função: Educação;50.394.706,00;54.423.189,60;48.836.686,70;43.976.222,40
****Sub-Função: Administração Geral;6.989.752,00;6.002.753,83;4.327.062,02;3.452.858,47
*****Programa: Educação Integrada;3.956.820,00;2.995.007,19;2.710.861,21;2.183.714,04
******Projeto/Atividade: Operação e Manutenção dos Centros Educacionais Unificados;3.956.820,00;2.995.007,19;2.710.861,21;2.183.714,04
*******Elemento Econômico: Equipamentos e Material Permanente;145.000,00;88.974,04;33.829,97;30.101,97
********Categoria da Despesa: Despesas de Capital;145.000,00;88.974,04;33.829,97;30.101,97
*********Modalidade da Despesa: Aplicações Diretas;145.000,00;88.974,04;33.829,97;30.101,97
**********Fonte: Tesouro Municipal;145.000,00;88.974,04;33.829,97;30.101,97
*******Elemento Econômico: Material de Consumo;96.000,00;96.000,00;62.964,33;39.527,58
********Categoria da Despesa: Despesas Correntes;96.000,00;96.000,00;62.964,33;39.527,58
*********Modalidade da Despesa: Aplicações Diretas;96.000,00;96.000,00;62.964,33;39.527,58
**********Fonte: Tesouro Municipal;96.000,00;96.000,00;62.964,33;39.527,58
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;3.715.820,00;2.810.033,15;2.614.066,91;2.114.084,49
********Categoria da Despesa: Despesas Correntes;3.715.820,00;2.810.033,15;2.614.066,91;2.114.084,49
*********Modalidade da Despesa: Aplicações Diretas;3.715.820,00;2.810.033,15;2.614.066,91;2.114.084,49
**********Fonte: Tesouro Municipal;3.715.820,00;2.810.033,15;2.614.066,91;2.114.084,49
*****Programa: Qualidade do Ensino e Formação Profissional;1.419.800,00;1.402.614,64;438.222,52;324.750,52
******Projeto/Atividade: Apoio Didático-Pedagógico Educacional;1.419.800,00;1.402.614,64;438.222,52;324.750,52
*******Elemento Econômico: Equipamentos e Material Permanente;46.000,00;43.935,10;0,00;0,00
********Categoria da Despesa: Despesas de Capital;46.000,00;43.935,10;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;46.000,00;43.935,10;0,00;0,00
**********Fonte: Tesouro Municipal;46.000,00;43.935,10;0,00;0,00
*******Elemento Econômico: Material de Consumo;32.000,00;24.479,54;15.442,32;15.442,32
********Categoria da Despesa: Despesas Correntes;32.000,00;24.479,54;15.442,32;15.442,32
*********Modalidade da Despesa: Aplicações Diretas;32.000,00;24.479,54;15.442,32;15.442,32
**********Fonte: Tesouro Municipal;32.000,00;24.479,54;15.442,32;15.442,32
*******Elemento Econômico: Obrigações Tributárias e Contributivas;8.400,00;8.400,00;672,00;0,00
********Categoria da Despesa: Despesas Correntes;8.400,00;8.400,00;672,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;8.400,00;8.400,00;672,00;0,00
**********Fonte: Tesouro Municipal;8.400,00;8.400,00;672,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;40.000,00;32.400,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;40.000,00;32.400,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;40.000,00;32.400,00;0,00;0,00
**********Fonte: Tesouro Municipal;40.000,00;32.400,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.247.000,00;1.247.000,00;416.775,20;303.975,20
********Categoria da Despesa: Despesas Correntes;1.247.000,00;1.247.000,00;416.775,20;303.975,20
*********Modalidade da Despesa: Aplicações Diretas;1.247.000,00;1.247.000,00;416.775,20;303.975,20
**********Fonte: Tesouro Municipal;1.247.000,00;1.247.000,00;416.775,20;303.975,20
*******Elemento Econômico: Premiações Culturais, Artísticas, Científicas, Desport. e Outras;44.000,00;44.000,00;5.333,00;5.333,00
********Categoria da Despesa: Despesas Correntes;44.000,00;44.000,00;5.333,00;5.333,00
*********Modalidade da Despesa: Aplicações Diretas;44.000,00;44.000,00;5.333,00;5.333,00
**********Fonte: Tesouro Municipal;44.000,00;44.000,00;5.333,00;5.333,00
*******Elemento Econômico: Serviços de Consultoria;2.400,00;2.400,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.400,00;2.400,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.400,00;2.400,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.400,00;2.400,00;0,00;0,00
*****Programa: Suporte Administrativo;1.613.132,00;1.605.132,00;1.177.978,29;944.393,91
******Projeto/Atividade: Administração da Diretoria Regional de Educação;1.613.132,00;1.605.132,00;1.177.978,29;944.393,91
*******Elemento Econômico: Diárias - Civil;16.000,00;8.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;16.000,00;8.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;16.000,00;8.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;16.000,00;8.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;94.000,00;94.000,00;38.237,08;25.396,42
********Categoria da Despesa: Despesas de Capital;94.000,00;94.000,00;38.237,08;25.396,42
*********Modalidade da Despesa: Aplicações Diretas;94.000,00;94.000,00;38.237,08;25.396,42
**********Fonte: Tesouro Municipal;94.000,00;94.000,00;38.237,08;25.396,42
*******Elemento Econômico: Indenizações e Restituições;0,00;3.652,51;2.182,51;2.182,51
********Categoria da Despesa: Despesas Correntes;0,00;3.652,51;2.182,51;2.182,51
*********Modalidade da Despesa: Aplicações Diretas;0,00;3.652,51;2.182,51;2.182,51
**********Fonte: Tesouro Municipal;0,00;3.652,51;2.182,51;2.182,51
*******Elemento Econômico: Locação de Mão-de-Obra;90.151,00;90.151,00;90.150,96;65.193,18
********Categoria da Despesa: Despesas Correntes;90.151,00;90.151,00;90.150,96;65.193,18
*********Modalidade da Despesa: Aplicações Diretas;90.151,00;90.151,00;90.150,96;65.193,18
**********Fonte: Tesouro Municipal;90.151,00;90.151,00;90.150,96;65.193,18
*******Elemento Econômico: Material de Consumo;113.085,00;113.085,00;67.563,01;61.580,51
********Categoria da Despesa: Despesas Correntes;113.085,00;113.085,00;67.563,01;61.580,51
*********Modalidade da Despesa: Aplicações Diretas;113.085,00;113.085,00;67.563,01;61.580,51
**********Fonte: Tesouro Municipal;113.085,00;113.085,00;67.563,01;61.580,51
*******Elemento Econômico: Obrigações Tributárias e Contributivas;26.977,00;26.977,00;20.374,63;12.414,46
********Categoria da Despesa: Despesas Correntes;26.977,00;26.977,00;20.374,63;12.414,46
*********Modalidade da Despesa: Aplicações Diretas;26.977,00;26.977,00;20.374,63;12.414,46
**********Fonte: Tesouro Municipal;26.977,00;26.977,00;20.374,63;12.414,46
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;12.000,00;12.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;12.000,00;12.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;12.000,00;12.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;12.000,00;12.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.248.919,00;1.248.919,00;959.470,10;777.626,83
********Categoria da Despesa: Despesas Correntes;1.248.919,00;1.248.919,00;959.470,10;777.626,83
*********Modalidade da Despesa: Aplicações Diretas;1.248.919,00;1.248.919,00;959.470,10;777.626,83
**********Fonte: Tesouro Municipal;1.248.919,00;1.248.919,00;959.470,10;777.626,83
*******Elemento Econômico: Passagens e Despesas com Locomoção;12.000,00;8.347,49;0,00;0,00
********Categoria da Despesa: Despesas Correntes;12.000,00;8.347,49;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;12.000,00;8.347,49;0,00;0,00
**********Fonte: Tesouro Municipal;12.000,00;8.347,49;0,00;0,00
****Sub-Função: Educação Especial;137.860,00;125.287,64;110.363,93;91.167,89
*****Programa: Educação Especial;137.860,00;125.287,64;110.363,93;91.167,89
******Projeto/Atividade: Operação e Manutenção da Educação Especial;137.860,00;125.287,64;110.363,93;91.167,89
*******Elemento Econômico: Equipamentos e Material Permanente;7.000,00;7.000,00;2.295,00;0,00
********Categoria da Despesa: Despesas de Capital;7.000,00;7.000,00;2.295,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;7.000,00;7.000,00;2.295,00;0,00
**********Fonte: Tesouro Municipal;7.000,00;7.000,00;2.295,00;0,00
*******Elemento Econômico: Material de Consumo;32.000,00;21.027,64;14.245,51;13.160,07
********Categoria da Despesa: Despesas Correntes;32.000,00;21.027,64;14.245,51;13.160,07
*********Modalidade da Despesa: Aplicações Diretas;32.000,00;21.027,64;14.245,51;13.160,07
**********Fonte: Tesouro Municipal;32.000,00;21.027,64;14.245,51;13.160,07
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;96.860,00;96.860,00;93.823,42;78.007,82
********Categoria da Despesa: Despesas Correntes;96.860,00;96.860,00;93.823,42;78.007,82
*********Modalidade da Despesa: Aplicações Diretas;96.860,00;96.860,00;93.823,42;78.007,82
**********Fonte: Tesouro Municipal;96.860,00;96.860,00;93.823,42;78.007,82
*******Elemento Econômico: Serviços de Consultoria;2.000,00;400,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.000,00;400,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.000,00;400,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.000,00;400,00;0,00;0,00
****Sub-Função: Educação Infantil;29.805.604,00;34.633.532,25;33.088.679,96;30.124.368,15
*****Programa: Educação Indígena;233.990,00;202.260,72;180.400,35;146.448,72
