Seleção;Orçado;Atualizado;Empenhado;Liquidado
********Categoria da Despesa: Despesas de Capital;10.000,00;52.396,85;52.396,84;11.916,84
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;52.396,85;52.396,84;11.916,84
**********Fonte: Tesouro Municipal;10.000,00;52.396,85;52.396,84;11.916,84
*******Elemento Econômico: Locação de Mão-de-Obra;241.550,00;262.550,00;262.550,00;223.817,24
********Categoria da Despesa: Despesas Correntes;241.550,00;262.550,00;262.550,00;223.817,24
*********Modalidade da Despesa: Aplicações Diretas;241.550,00;262.550,00;262.550,00;223.817,24
**********Fonte: Tesouro Municipal;241.550,00;262.550,00;262.550,00;223.817,24
*******Elemento Econômico: Material de Consumo;53.930,00;80.560,48;72.560,42;68.894,12
********Categoria da Despesa: Despesas Correntes;53.930,00;80.560,48;72.560,42;68.894,12
*********Modalidade da Despesa: Aplicações Diretas;53.930,00;80.560,48;72.560,42;68.894,12
**********Fonte: Tesouro Municipal;53.930,00;80.560,48;72.560,42;68.894,12
*******Elemento Econômico: Obrigações Tributárias e Contributivas;22.301,00;21.142,00;21.141,62;17.201,00
********Categoria da Despesa: Despesas Correntes;22.301,00;21.142,00;21.141,62;17.201,00
*********Modalidade da Despesa: Aplicações Diretas;22.301,00;21.142,00;21.141,62;17.201,00
**********Fonte: Tesouro Municipal;22.301,00;21.142,00;21.141,62;17.201,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;460.010,00;1.056.645,61;1.056.592,39;869.813,64
********Categoria da Despesa: Despesas Correntes;460.010,00;1.056.645,61;1.056.592,39;869.813,64
*********Modalidade da Despesa: Aplicações Diretas;460.010,00;1.056.645,61;1.056.592,39;869.813,64
**********Fonte: Tesouro Municipal;460.010,00;1.056.645,61;1.056.592,39;869.813,64
****Sub-Função: Educação Especial;290.787,00;188.956,67;155.651,08;101.500,36
*****Programa: Acesso à educação e qualidade do ensino - Educação especial;290.787,00;188.956,67;155.651,08;101.500,36
******Projeto/Atividade: Operação e Manutenção da Educação Especial;290.787,00;188.956,67;155.651,08;101.500,36
*******Elemento Econômico: Equipamentos e Material Permanente;70.000,00;15.068,00;15.067,50;2.480,00
********Categoria da Despesa: Despesas de Capital;70.000,00;15.068,00;15.067,50;2.480,00
*********Modalidade da Despesa: Aplicações Diretas;70.000,00;15.068,00;15.067,50;2.480,00
**********Fonte: Tesouro Municipal;70.000,00;15.068,00;15.067,50;2.480,00
*******Elemento Econômico: Material de Consumo;94.787,00;74.892,06;41.587,05;23.701,62
********Categoria da Despesa: Despesas Correntes;94.787,00;74.892,06;41.587,05;23.701,62
*********Modalidade da Despesa: Aplicações Diretas;94.787,00;74.892,06;41.587,05;23.701,62
**********Fonte: Tesouro Municipal;94.787,00;74.892,06;41.587,05;23.701,62
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;126.000,00;98.996,61;98.996,53;75.318,74
********Categoria da Despesa: Despesas Correntes;126.000,00;98.996,61;98.996,53;75.318,74
*********Modalidade da Despesa: Aplicações Diretas;126.000,00;98.996,61;98.996,53;75.318,74
**********Fonte: Tesouro Municipal;126.000,00;98.996,61;98.996,53;75.318,74
****Sub-Função: Educação Infantil;39.809.348,00;40.835.079,55;40.447.729,30;38.372.458,69
*****Programa: Acesso à educação e qualidade do ensino - Educação infantil;39.809.348,00;40.835.079,55;40.447.729,30;38.372.458,69
******Projeto/Atividade: Autonomia e Gestão Democrática dos Recursos na Rede Escolar - APM/PTRF - EI;1.128.030,00;1.052.418,80;1.052.418,00;1.052.418,00
*******Elemento Econômico: Equipamentos e Material Permanente;225.606,00;223.737,00;223.736,20;223.736,20
********Categoria da Despesa: Despesas de Capital;225.606,00;223.737,00;223.736,20;223.736,20
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;225.606,00;223.737,00;223.736,20;223.736,20
**********Fonte: Tesouro Municipal;225.606,00;223.737,00;223.736,20;223.736,20
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;902.424,00;828.681,80;828.681,80;828.681,80
********Categoria da Despesa: Despesas Correntes;902.424,00;828.681,80;828.681,80;828.681,80
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;902.424,00;828.681,80;828.681,80;828.681,80
**********Fonte: Tesouro Municipal;902.424,00;828.681,80;828.681,80;828.681,80
******Projeto/Atividade: Convênios para Operação e Manutenção de CEIs e Creches;32.480.916,00;34.638.334,70;34.379.801,16;33.478.988,58
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;91.897,74;7.460,53;7.460,53
********Categoria da Despesa: Despesas Correntes;0,00;91.897,74;7.460,53;7.460,53
*********Modalidade da Despesa: Aplicações Diretas;0,00;91.897,74;7.460,53;7.460,53
**********Fonte: Tesouro Municipal;0,00;91.897,74;7.460,53;7.460,53
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;287.760,00;263.092,96;263.092,96;237.470,18
********Categoria da Despesa: Despesas Correntes;287.760,00;263.092,96;263.092,96;237.470,18
*********Modalidade da Despesa: Aplicações Diretas;287.760,00;263.092,96;263.092,96;237.470,18
**********Fonte: Tesouro Municipal;287.760,00;263.092,96;263.092,96;237.470,18
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;32.193.156,00;34.283.344,00;34.109.247,67;33.234.057,87
********Categoria da Despesa: Despesas Correntes;32.193.156,00;34.283.344,00;34.109.247,67;33.234.057,87
*********Modalidade da Despesa: Aplicações Diretas;32.193.156,00;34.283.344,00;34.109.247,67;33.234.057,87
**********Fonte: Tesouro Municipal;32.193.156,00;34.283.344,00;34.109.247,67;33.234.057,87
******Projeto/Atividade: Operação e Manutenção de Centros de Educação Infantil;2.592.937,00;2.549.869,97;2.549.869,01;1.958.455,71
*******Elemento Econômico: Equipamentos e Material Permanente;70.000,00;47.679,75;47.679,75;43.181,75
********Categoria da Despesa: Despesas de Capital;70.000,00;47.679,75;47.679,75;43.181,75
*********Modalidade da Despesa: Aplicações Diretas;70.000,00;47.679,75;47.679,75;43.181,75
**********Fonte: Tesouro Municipal;70.000,00;47.679,75;47.679,75;43.181,75
*******Elemento Econômico: Locação de Mão-de-Obra;293.361,00;290.794,00;290.793,33;265.500,83
********Categoria da Despesa: Despesas Correntes;293.361,00;290.794,00;290.793,33;265.500,83
*********Modalidade da Despesa: Aplicações Diretas;293.361,00;290.794,00;290.793,33;265.500,83
**********Fonte: Tesouro Municipal;293.361,00;290.794,00;290.793,33;265.500,83
*******Elemento Econômico: Material de Consumo;229.576,00;281.343,81;281.343,53;277.952,29
********Categoria da Despesa: Despesas Correntes;229.576,00;281.343,81;281.343,53;277.952,29
*********Modalidade da Despesa: Aplicações Diretas;229.576,00;281.343,81;281.343,53;277.952,29
**********Fonte: Tesouro Municipal;229.576,00;281.343,81;281.343,53;277.952,29
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;2.000.000,00;1.930.052,41;1.930.052,40;1.371.820,84
********Categoria da Despesa: Despesas Correntes;2.000.000,00;1.930.052,41;1.930.052,40;1.371.820,84
*********Modalidade da Despesa: Aplicações Diretas;2.000.000,00;1.930.052,41;1.930.052,40;1.371.820,84
**********Fonte: Tesouro Municipal;2.000.000,00;1.930.052,41;1.930.052,40;1.371.820,84
******Projeto/Atividade: Operação e Manutenção de Escolas Municipais de Educação Infantil;3.329.157,00;2.316.148,08;2.310.272,53;1.727.227,80
*******Elemento Econômico: Equipamentos e Material Permanente;11.200,00;77.973,75;72.098,75;4.016,25
********Categoria da Despesa: Despesas de Capital;11.200,00;77.973,75;72.098,75;4.016,25
*********Modalidade da Despesa: Aplicações Diretas;11.200,00;77.973,75;72.098,75;4.016,25
**********Fonte: Tesouro Municipal;11.200,00;77.973,75;72.098,75;4.016,25
*******Elemento Econômico: Locação de Mão-de-Obra;61.137,00;60.599,00;60.598,46;55.458,94
********Categoria da Despesa: Despesas Correntes;61.137,00;60.599,00;60.598,46;55.458,94
*********Modalidade da Despesa: Aplicações Diretas;61.137,00;60.599,00;60.598,46;55.458,94
**********Fonte: Tesouro Municipal;61.137,00;60.599,00;60.598,46;55.458,94
*******Elemento Econômico: Material de Consumo;256.820,00;292.773,67;292.773,66;255.482,54
********Categoria da Despesa: Despesas Correntes;256.820,00;292.773,67;292.773,66;255.482,54
*********Modalidade da Despesa: Aplicações Diretas;256.820,00;292.773,67;292.773,66;255.482,54
**********Fonte: Tesouro Municipal;256.820,00;292.773,67;292.773,66;255.482,54
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;3.000.000,00;1.884.801,66;1.884.801,66;1.412.270,07
********Categoria da Despesa: Despesas Correntes;3.000.000,00;1.884.801,66;1.884.801,66;1.412.270,07
*********Modalidade da Despesa: Aplicações Diretas;3.000.000,00;1.884.801,66;1.884.801,66;1.412.270,07
**********Fonte: Tesouro Municipal;3.000.000,00;1.884.801,66;1.884.801,66;1.412.270,07
******Projeto/Atividade: Programa Dinheiro Direto na Escola - PDDE/FNDE - Educação Infantil;278.308,00;278.308,00;155.368,60;155.368,60
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;278.308,00;278.308,00;155.368,60;155.368,60
********Categoria da Despesa: Despesas Correntes;278.308,00;278.308,00;155.368,60;155.368,60
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;278.308,00;278.308,00;155.368,60;155.368,60
**********Fonte: Transferências Federais;278.308,00;278.308,00;155.368,60;155.368,60
****Sub-Função: Ensino Fundamental;9.045.554,00;7.622.232,25;7.452.139,70;6.055.845,13
*****Programa: Acesso à educação e qualidade do ensino - Educação de jovens e adultos;585.304,00;476.067,44;476.064,84;387.956,22
******Projeto/Atividade: Alfabetização de Jovens e Adultos;470.304,00;396.315,30;396.315,30;327.680,10
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;1.420,00;1.420,00;1.420,00
********Categoria da Despesa: Despesas Correntes;0,00;1.420,00;1.420,00;1.420,00
*********Modalidade da Despesa: Aplicações Diretas;0,00;1.420,00;1.420,00;1.420,00
**********Fonte: Tesouro Municipal;0,00;1.420,00;1.420,00;1.420,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;470.304,00;394.895,30;394.895,30;326.260,10
********Categoria da Despesa: Despesas Correntes;470.304,00;394.895,30;394.895,30;326.260,10
*********Modalidade da Despesa: Aplicações Diretas;470.304,00;394.895,30;394.895,30;326.260,10
**********Fonte: Tesouro Municipal;470.304,00;394.895,30;394.895,30;326.260,10
******Projeto/Atividade: Oper. e Manut. de Centros Mun. de Educação de Jov. e Adultos-CIEJA's;115.000,00;79.752,14;79.749,54;60.276,12
*******Elemento Econômico: Equipamentos e Material Permanente;5.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;5.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;5.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.000,00;0,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;10.000,00;10.000,00;9.997,40;9.997,40
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;9.997,40;9.997,40
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;9.997,40;9.997,40
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;9.997,40;9.997,40
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;100.000,00;69.752,14;69.752,14;50.278,72
********Categoria da Despesa: Despesas Correntes;100.000,00;69.752,14;69.752,14;50.278,72
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;69.752,14;69.752,14;50.278,72
**********Fonte: Tesouro Municipal;100.000,00;69.752,14;69.752,14;50.278,72
*****Programa: Acesso à educação e qualidade do ensino - Ensino fundamental;8.460.250,00;7.146.164,81;6.976.074,86;5.667.888,91
******Projeto/Atividade: Autonomia e Gestão Democrática dos Recursos na Rede Escolar- APM/PTRF - EF;1.815.795,00;1.582.671,00;1.582.671,00;1.582.671,00
*******Elemento Econômico: Equipamentos e Material Permanente;363.159,00;344.515,10;344.515,10;344.515,10
********Categoria da Despesa: Despesas de Capital;363.159,00;344.515,10;344.515,10;344.515,10
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;363.159,00;344.515,10;344.515,10;344.515,10
**********Fonte: Tesouro Municipal;363.159,00;344.515,10;344.515,10;344.515,10
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.452.636,00;1.238.155,90;1.238.155,90;1.238.155,90
********Categoria da Despesa: Despesas Correntes;1.452.636,00;1.238.155,90;1.238.155,90;1.238.155,90
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;1.452.636,00;1.238.155,90;1.238.155,90;1.238.155,90
**********Fonte: Tesouro Municipal;1.452.636,00;1.238.155,90;1.238.155,90;1.238.155,90
******Projeto/Atividade: Operação e Manutenção do Ensino Fundamental;5.904.995,00;5.124.033,81;5.100.531,46;3.792.345,51
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;49.154,03;49.154,03;49.154,03
********Categoria da Despesa: Despesas Correntes;0,00;49.154,03;49.154,03;49.154,03
*********Modalidade da Despesa: Aplicações Diretas;0,00;49.154,03;49.154,03;49.154,03
**********Fonte: Tesouro Municipal;0,00;49.154,03;49.154,03;49.154,03
*******Elemento Econômico: Equipamentos e Material Permanente;250.000,00;344.004,00;320.503,40;251.953,40
********Categoria da Despesa: Despesas de Capital;250.000,00;344.004,00;320.503,40;251.953,40
*********Modalidade da Despesa: Aplicações Diretas;250.000,00;344.004,00;320.503,40;251.953,40
**********Fonte: Tesouro Municipal;250.000,00;344.004,00;320.503,40;251.953,40
*******Elemento Econômico: Locação de Mão-de-Obra;234.212,00;232.729,00;232.728,33;213.040,28
********Categoria da Despesa: Despesas Correntes;234.212,00;232.729,00;232.728,33;213.040,28
*********Modalidade da Despesa: Aplicações Diretas;234.212,00;232.729,00;232.728,33;213.040,28
**********Fonte: Tesouro Municipal;234.212,00;232.729,00;232.728,33;213.040,28
*******Elemento Econômico: Material de Consumo;420.783,00;513.640,28;513.639,31;472.129,33
********Categoria da Despesa: Despesas Correntes;420.783,00;513.640,28;513.639,31;472.129,33
*********Modalidade da Despesa: Aplicações Diretas;420.783,00;513.640,28;513.639,31;472.129,33
**********Fonte: Tesouro Municipal;420.783,00;513.640,28;513.639,31;472.129,33
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;5.000.000,00;3.984.506,50;3.984.506,39;2.806.068,47
********Categoria da Despesa: Despesas Correntes;5.000.000,00;3.984.506,50;3.984.506,39;2.806.068,47
*********Modalidade da Despesa: Aplicações Diretas;5.000.000,00;3.984.506,50;3.984.506,39;2.806.068,47
**********Fonte: Tesouro Municipal;5.000.000,00;3.984.506,50;3.984.506,39;2.806.068,47
******Projeto/Atividade: Programa Dinheiro Direto na Escola - PDDE/FNDE - EF;739.460,00;439.460,00;292.872,40;292.872,40
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;739.460,00;439.460,00;292.872,40;292.872,40
********Categoria da Despesa: Despesas Correntes;739.460,00;439.460,00;292.872,40;292.872,40
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;739.460,00;439.460,00;292.872,40;292.872,40
**********Fonte: Transferências Federais;739.460,00;439.460,00;292.872,40;292.872,40
****Sub-Função: Ensino Médio;386.732,00;268.328,29;265.326,93;176.366,88
*****Programa: Melhoria da qualidade do ensino - Ensino Médio;386.732,00;268.328,29;265.326,93;176.366,88
******Projeto/Atividade: Operação e Manutenção de Escolas Munic. de Ensino Fundamental e Médio;386.732,00;268.328,29;265.326,93;176.366,88
*******Elemento Econômico: Equipamentos e Material Permanente;10.000,00;14.132,50;14.132,50;8.032,50
********Categoria da Despesa: Despesas de Capital;10.000,00;14.132,50;14.132,50;8.032,50
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;14.132,50;14.132,50;8.032,50
**********Fonte: Tesouro Municipal;10.000,00;14.132,50;14.132,50;8.032,50
*******Elemento Econômico: Material de Consumo;62.878,00;34.422,78;31.422,18;30.819,28
********Categoria da Despesa: Despesas Correntes;62.878,00;34.422,78;31.422,18;30.819,28
*********Modalidade da Despesa: Aplicações Diretas;62.878,00;34.422,78;31.422,18;30.819,28
**********Fonte: Tesouro Municipal;62.878,00;34.422,78;31.422,18;30.819,28
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;313.854,00;219.773,01;219.772,25;137.515,10
********Categoria da Despesa: Despesas Correntes;313.854,00;219.773,01;219.772,25;137.515,10
*********Modalidade da Despesa: Aplicações Diretas;313.854,00;219.773,01;219.772,25;137.515,10
**********Fonte: Tesouro Municipal;313.854,00;219.773,01;219.772,25;137.515,10
****Sub-Função: Formação de Recursos Humanos;145.360,00;112.602,00;112.600,20;112.574,20
*****Programa: Acesso à educação e qualidade do ensino - Formação, Avaliação e Aprimo;145.360,00;112.602,00;112.600,20;112.574,20
******Projeto/Atividade: Formação e Aperfeiçoamento dos Profissionais da Educação;145.360,00;112.602,00;112.600,20;112.574,20
*******Elemento Econômico: Material de Consumo;22.000,00;22.000,00;21.998,20;21.998,20
********Categoria da Despesa: Despesas Correntes;22.000,00;22.000,00;21.998,20;21.998,20
*********Modalidade da Despesa: Aplicações Diretas;22.000,00;22.000,00;21.998,20;21.998,20
**********Fonte: Tesouro Municipal;22.000,00;22.000,00;21.998,20;21.998,20
*******Elemento Econômico: Obrigações Tributárias e Contributivas;20.560,00;15.122,00;15.122,00;15.096,00
********Categoria da Despesa: Despesas Correntes;20.560,00;15.122,00;15.122,00;15.096,00
*********Modalidade da Despesa: Aplicações Diretas;20.560,00;15.122,00;15.122,00;15.096,00
**********Fonte: Tesouro Municipal;20.560,00;15.122,00;15.122,00;15.096,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;102.800,00;75.480,00;75.480,00;75.480,00
********Categoria da Despesa: Despesas Correntes;102.800,00;75.480,00;75.480,00;75.480,00
*********Modalidade da Despesa: Aplicações Diretas;102.800,00;75.480,00;75.480,00;75.480,00
**********Fonte: Tesouro Municipal;102.800,00;75.480,00;75.480,00;75.480,00
****Sub-Função: Tecnologia da Informação;483.109,00;174.564,36;174.563,53;59.966,03
*****Programa: Sistema de informação e processamento de dados;483.109,00;174.564,36;174.563,53;59.966,03
******Projeto/Atividade: Aquisição de Materiais, Equipamentos e Serviços de Informática e Comunicação;483.109,00;174.564,36;174.563,53;59.966,03
*******Elemento Econômico: Material de Consumo;483.109,00;174.564,36;174.563,53;59.966,03
********Categoria da Despesa: Despesas Correntes;483.109,00;174.564,36;174.563,53;59.966,03
*********Modalidade da Despesa: Aplicações Diretas;483.109,00;174.564,36;174.563,53;59.966,03
**********Fonte: Tesouro Municipal;483.109,00;174.564,36;174.563,53;59.966,03
**Unidade: Diretoria Regional de Educação - São Mateus;55.078.027,00;56.305.476,28;55.337.554,35;52.569.206,77
***Função: Educação;55.078.027,00;56.305.476,28;55.337.554,35;52.569.206,77
****Sub-Função: Administração Geral;5.303.242,00;5.560.028,44;5.560.025,21;4.431.846,88
*****Programa: Acesso à educação e qualidade do ensino - Educação integrada;3.712.065,00;3.481.713,11;3.481.712,81;2.547.859,73
******Projeto/Atividade: Operação e Manutenção dos Centros Educacionais Unificados;3.712.065,00;3.481.713,11;3.481.712,81;2.547.859,73
*******Elemento Econômico: Equipamentos e Material Permanente;0,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;0,00;0,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;0,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;0,00;0,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;24.000,00;8.068,00;8.068,00;8.068,00
********Categoria da Despesa: Despesas de Capital;24.000,00;8.068,00;8.068,00;8.068,00
*********Modalidade da Despesa: Aplicações Diretas;24.000,00;8.068,00;8.068,00;8.068,00
**********Fonte: Tesouro Municipal;24.000,00;8.068,00;8.068,00;8.068,00
*******Elemento Econômico: Material de Consumo;120.000,00;39.373,07;39.372,77;39.372,77
********Categoria da Despesa: Despesas Correntes;120.000,00;39.373,07;39.372,77;39.372,77
*********Modalidade da Despesa: Aplicações Diretas;120.000,00;39.373,07;39.372,77;39.372,77
**********Fonte: Tesouro Municipal;120.000,00;39.373,07;39.372,77;39.372,77
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;3.568.065,00;3.434.272,04;3.434.272,04;2.500.418,96
********Categoria da Despesa: Despesas Correntes;3.568.065,00;3.434.272,04;3.434.272,04;2.500.418,96
*********Modalidade da Despesa: Aplicações Diretas;3.568.065,00;3.434.272,04;3.434.272,04;2.500.418,96
**********Fonte: Tesouro Municipal;3.568.065,00;3.434.272,04;3.434.272,04;2.500.418,96
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;0,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;0,00;0,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;0,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;0,00;0,00;0,00;0,00
*****Programa: Acesso à educação e qualidade do ensino - Formação, Avaliação e Aprimo;586.028,00;375.582,60;375.582,10;375.582,10
******Projeto/Atividade: Apoio Didático-Pedagógico Educacional;586.028,00;375.582,60;375.582,10;375.582,10
*******Elemento Econômico: Equipamentos e Material Permanente;8.000,00;3.433,00;3.433,00;3.433,00
********Categoria da Despesa: Despesas de Capital;8.000,00;3.433,00;3.433,00;3.433,00
*********Modalidade da Despesa: Aplicações Diretas;8.000,00;3.433,00;3.433,00;3.433,00
**********Fonte: Tesouro Municipal;8.000,00;3.433,00;3.433,00;3.433,00
*******Elemento Econômico: Material de Consumo;30.000,00;2.702,60;2.702,60;2.702,60
********Categoria da Despesa: Despesas Correntes;30.000,00;2.702,60;2.702,60;2.702,60
*********Modalidade da Despesa: Aplicações Diretas;30.000,00;2.702,60;2.702,60;2.702,60
**********Fonte: Tesouro Municipal;30.000,00;2.702,60;2.702,60;2.702,60
*******Elemento Econômico: Material de Distribuição Gratuita;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;5.440,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;5.440,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;5.440,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.440,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;509.500,00;359.386,00;359.386,00;359.386,00
********Categoria da Despesa: Despesas Correntes;509.500,00;359.386,00;359.386,00;359.386,00
*********Modalidade da Despesa: Aplicações Diretas;509.500,00;359.386,00;359.386,00;359.386,00
**********Fonte: Tesouro Municipal;509.500,00;359.386,00;359.386,00;359.386,00
*******Elemento Econômico: Premiações Culturais, Artísticas, Científicas, Desport. e Outras;16.000,00;10.061,00;10.060,50;10.060,50
********Categoria da Despesa: Despesas Correntes;16.000,00;10.061,00;10.060,50;10.060,50
*********Modalidade da Despesa: Aplicações Diretas;16.000,00;10.061,00;10.060,50;10.060,50
**********Fonte: Tesouro Municipal;16.000,00;10.061,00;10.060,50;10.060,50
*******Elemento Econômico: Serviços de Consultoria;7.088,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;7.088,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;7.088,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;7.088,00;0,00;0,00;0,00
*****Programa: Suporte administrativo;1.005.149,00;1.702.732,73;1.702.730,30;1.508.405,05
******Projeto/Atividade: Administração da Diretoria Regional de Educação;1.005.149,00;1.702.732,73;1.702.730,30;1.508.405,05
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;3.293,28;3.293,28;3.293,28
********Categoria da Despesa: Despesas Correntes;0,00;3.293,28;3.293,28;3.293,28
*********Modalidade da Despesa: Aplicações Diretas;0,00;3.293,28;3.293,28;3.293,28
**********Fonte: Tesouro Municipal;0,00;3.293,28;3.293,28;3.293,28
*******Elemento Econômico: Diárias - Civil;10.000,00;0,87;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,87;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;0,87;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,87;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;50.000,00;35.545,00;35.545,00;35.545,00
********Categoria da Despesa: Despesas de Capital;50.000,00;35.545,00;35.545,00;35.545,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;35.545,00;35.545,00;35.545,00
**********Fonte: Tesouro Municipal;50.000,00;35.545,00;35.545,00;35.545,00
*******Elemento Econômico: Locação de Mão-de-Obra;144.600,00;151.380,01;151.379,77;137.092,43
********Categoria da Despesa: Despesas Correntes;144.600,00;151.380,01;151.379,77;137.092,43
*********Modalidade da Despesa: Aplicações Diretas;144.600,00;151.380,01;151.379,77;137.092,43
**********Fonte: Tesouro Municipal;144.600,00;151.380,01;151.379,77;137.092,43
*******Elemento Econômico: Material de Consumo;39.682,00;34.048,00;34.047,10;31.252,10
********Categoria da Despesa: Despesas Correntes;39.682,00;34.048,00;34.047,10;31.252,10
*********Modalidade da Despesa: Aplicações Diretas;39.682,00;34.048,00;34.047,10;31.252,10
**********Fonte: Tesouro Municipal;39.682,00;34.048,00;34.047,10;31.252,10
*******Elemento Econômico: Obrigações Tributárias e Contributivas;16.298,00;15.355,00;15.354,58;13.579,54
********Categoria da Despesa: Despesas Correntes;16.298,00;15.355,00;15.354,58;13.579,54
*********Modalidade da Despesa: Aplicações Diretas;16.298,00;15.355,00;15.354,58;13.579,54
**********Fonte: Tesouro Municipal;16.298,00;15.355,00;15.354,58;13.579,54
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;732.169,00;1.463.110,57;1.463.110,57;1.287.642,70
********Categoria da Despesa: Despesas Correntes;732.169,00;1.463.110,57;1.463.110,57;1.287.642,70
*********Modalidade da Despesa: Aplicações Diretas;732.169,00;1.463.110,57;1.463.110,57;1.287.642,70
**********Fonte: Tesouro Municipal;732.169,00;1.463.110,57;1.463.110,57;1.287.642,70
*******Elemento Econômico: Passagens e Despesas com Locomoção;10.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;0,00;0,00;0,00
*******Elemento Econômico: Serviços de Consultoria;2.400,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.400,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.400,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.400,00;0,00;0,00;0,00
****Sub-Função: Educação Especial;73.600,00;42.465,62;42.464,96;39.913,34
*****Programa: Acesso à educação e qualidade do ensino - Educação especial;73.600,00;42.465,62;42.464,96;39.913,34
******Projeto/Atividade: Operação e Manutenção da Educação Especial;73.600,00;42.465,62;42.464,96;39.913,34
*******Elemento Econômico: Equipamentos e Material Permanente;40.000,00;27.568,62;27.568,62;25.017,00
********Categoria da Despesa: Despesas de Capital;40.000,00;27.568,62;27.568,62;25.017,00
