Seleção;Orçado;Atualizado;Empenhado;Liquidado
********Categoria da Despesa: Despesas Correntes;342.588,00;342.588,00;342.588,00;24.150,66
*********Modalidade da Despesa: Aplicações Diretas;342.588,00;342.588,00;342.588,00;24.150,66
**********Fonte: Tesouro Municipal;342.588,00;342.588,00;342.588,00;24.150,66
*******Elemento Econômico: Material de Consumo;129.458,00;129.458,00;30.691,80;0,00
********Categoria da Despesa: Despesas Correntes;129.458,00;129.458,00;30.691,80;0,00
*********Modalidade da Despesa: Aplicações Diretas;129.458,00;129.458,00;30.691,80;0,00
**********Fonte: Tesouro Municipal;129.458,00;129.458,00;30.691,80;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;68.518,00;68.518,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;68.518,00;68.518,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;68.518,00;68.518,00;0,00;0,00
**********Fonte: Tesouro Municipal;68.518,00;68.518,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;832.248,00;832.248,00;831.891,20;58.680,64
********Categoria da Despesa: Despesas Correntes;832.248,00;832.248,00;831.891,20;58.680,64
*********Modalidade da Despesa: Aplicações Diretas;832.248,00;832.248,00;831.891,20;58.680,64
**********Fonte: Tesouro Municipal;832.248,00;832.248,00;831.891,20;58.680,64
*******Elemento Econômico: Passagens e Despesas com Locomoção;7.706,00;7.706,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;7.706,00;7.706,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;7.706,00;7.706,00;0,00;0,00
**********Fonte: Tesouro Municipal;7.706,00;7.706,00;0,00;0,00
*******Elemento Econômico: Serviços de Consultoria;6.704,00;6.704,00;6.696,00;6.696,00
********Categoria da Despesa: Despesas Correntes;6.704,00;6.704,00;6.696,00;6.696,00
*********Modalidade da Despesa: Aplicações Diretas;6.704,00;6.704,00;6.696,00;6.696,00
**********Fonte: Tesouro Municipal;6.704,00;6.704,00;6.696,00;6.696,00
****Sub-Função: Educação Especial;446.532,00;446.532,00;367.596,50;41.214,50
*****Programa: Acesso à educação e qualidade do ensino - Educação especial;446.532,00;446.532,00;367.596,50;41.214,50
******Projeto/Atividade: Operação e Manutenção da Educação Especial;446.532,00;446.532,00;367.596,50;41.214,50
*******Elemento Econômico: Equipamentos e Material Permanente;38.530,00;38.530,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;38.530,00;38.530,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;38.530,00;38.530,00;0,00;0,00
**********Fonte: Tesouro Municipal;38.530,00;38.530,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;38.530,00;38.530,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;38.530,00;38.530,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;38.530,00;38.530,00;0,00;0,00
**********Fonte: Tesouro Municipal;38.530,00;38.530,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;137.727,00;137.727,00;135.851,50;13.585,15
********Categoria da Despesa: Despesas Correntes;137.727,00;137.727,00;135.851,50;13.585,15
*********Modalidade da Despesa: Aplicações Diretas;137.727,00;137.727,00;135.851,50;13.585,15
**********Fonte: Tesouro Municipal;137.727,00;137.727,00;135.851,50;13.585,15
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;231.745,00;231.745,00;231.745,00;27.629,35
********Categoria da Despesa: Despesas Correntes;231.745,00;231.745,00;231.745,00;27.629,35
*********Modalidade da Despesa: Aplicações Diretas;231.745,00;231.745,00;231.745,00;27.629,35
**********Fonte: Tesouro Municipal;231.745,00;231.745,00;231.745,00;27.629,35
****Sub-Função: Educação Infantil;103.117.313,00;103.117.313,00;85.181.523,59;9.335.212,18
*****Programa: Acesso à educação e qualidade do ensino - Educação infantil;103.117.313,00;103.117.313,00;85.181.523,59;9.335.212,18
******Projeto/Atividade: Autonomia e Gestão Democrática dos Recursos na Rede Escolar - APM/PTRF - EI;1.245.663,00;1.245.663,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;373.699,00;373.699,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;373.699,00;373.699,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;373.699,00;373.699,00;0,00;0,00
**********Fonte: Tesouro Municipal;373.699,00;373.699,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;871.964,00;871.964,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;871.964,00;871.964,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;871.964,00;871.964,00;0,00;0,00
**********Fonte: Tesouro Municipal;871.964,00;871.964,00;0,00;0,00
******Projeto/Atividade: Convênios para Operação e Manutenção de CEIs e Creches;95.174.961,00;95.174.961,00;81.090.348,13;9.176.212,34
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;324.961,00;324.961,00;249.334,90;24.933,58
********Categoria da Despesa: Despesas Correntes;324.961,00;324.961,00;249.334,90;24.933,58
*********Modalidade da Despesa: Aplicações Diretas;324.961,00;324.961,00;249.334,90;24.933,58
**********Fonte: Tesouro Municipal;324.961,00;324.961,00;249.334,90;24.933,58
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;94.850.000,00;94.850.000,00;80.841.013,23;9.151.278,76
********Categoria da Despesa: Despesas Correntes;94.850.000,00;94.850.000,00;80.841.013,23;9.151.278,76
*********Modalidade da Despesa: Aplicações Diretas;94.850.000,00;94.850.000,00;80.841.013,23;9.151.278,76
**********Fonte: Tesouro Municipal;94.850.000,00;94.850.000,00;80.841.013,23;9.151.278,76
******Projeto/Atividade: Operação e Manutenção de Centros de Educação Infantil;2.684.887,00;2.684.887,00;1.663.284,56;64.998,19
*******Elemento Econômico: Equipamentos e Material Permanente;77.060,00;77.060,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;77.060,00;77.060,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;77.060,00;77.060,00;0,00;0,00
**********Fonte: Tesouro Municipal;77.060,00;77.060,00;0,00;0,00
*******Elemento Econômico: Locação de Mão-de-Obra;77.060,00;77.060,00;77.060,00;0,00
********Categoria da Despesa: Despesas Correntes;77.060,00;77.060,00;77.060,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;77.060,00;77.060,00;77.060,00;0,00
**********Fonte: Tesouro Municipal;77.060,00;77.060,00;77.060,00;0,00
*******Elemento Econômico: Material de Consumo;400.000,00;400.000,00;86.733,76;0,00
********Categoria da Despesa: Despesas Correntes;400.000,00;400.000,00;86.733,76;0,00
*********Modalidade da Despesa: Aplicações Diretas;400.000,00;400.000,00;86.733,76;0,00
**********Fonte: Tesouro Municipal;400.000,00;400.000,00;86.733,76;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;50.147,00;50.147,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;50.147,00;50.147,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;50.147,00;50.147,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.147,00;50.147,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;2.080.620,00;2.080.620,00;1.499.490,80;64.998,19
********Categoria da Despesa: Despesas Correntes;2.080.620,00;2.080.620,00;1.499.490,80;64.998,19
*********Modalidade da Despesa: Aplicações Diretas;2.080.620,00;2.080.620,00;1.499.490,80;64.998,19
**********Fonte: Tesouro Municipal;2.080.620,00;2.080.620,00;1.499.490,80;64.998,19
******Projeto/Atividade: Operação e Manutenção de Escolas Municipais de Educação Infantil;3.779.148,00;3.779.148,00;2.427.890,90;94.001,65
*******Elemento Econômico: Equipamentos e Material Permanente;38.530,00;38.530,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;38.530,00;38.530,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;38.530,00;38.530,00;0,00;0,00
**********Fonte: Tesouro Municipal;38.530,00;38.530,00;0,00;0,00
*******Elemento Econômico: Locação de Mão-de-Obra;60.765,00;60.765,00;57.768,10;0,00
********Categoria da Despesa: Despesas Correntes;60.765,00;60.765,00;57.768,10;0,00
*********Modalidade da Despesa: Aplicações Diretas;60.765,00;60.765,00;57.768,10;0,00
**********Fonte: Tesouro Municipal;60.765,00;60.765,00;57.768,10;0,00
*******Elemento Econômico: Material de Consumo;200.000,00;200.000,00;29.070,40;0,00
********Categoria da Despesa: Despesas Correntes;200.000,00;200.000,00;29.070,40;0,00
*********Modalidade da Despesa: Aplicações Diretas;200.000,00;200.000,00;29.070,40;0,00
**********Fonte: Tesouro Municipal;200.000,00;200.000,00;29.070,40;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;12.153,00;12.153,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;12.153,00;12.153,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;12.153,00;12.153,00;0,00;0,00
**********Fonte: Tesouro Municipal;12.153,00;12.153,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;3.467.700,00;3.467.700,00;2.341.052,40;94.001,65
********Categoria da Despesa: Despesas Correntes;3.467.700,00;3.467.700,00;2.341.052,40;94.001,65
*********Modalidade da Despesa: Aplicações Diretas;3.467.700,00;3.467.700,00;2.341.052,40;94.001,65
**********Fonte: Tesouro Municipal;3.467.700,00;3.467.700,00;2.341.052,40;94.001,65
******Projeto/Atividade: Programa Dinheiro Direto na Escola - PDDE/FNDE - Educação Infantil;232.654,00;232.654,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;232.654,00;232.654,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;232.654,00;232.654,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;232.654,00;232.654,00;0,00;0,00
**********Fonte: Transferências Federais;232.654,00;232.654,00;0,00;0,00
****Sub-Função: Ensino Fundamental;6.931.522,00;6.931.522,00;3.049.722,80;319.016,36
*****Programa: Acesso à educação e qualidade do ensino - Educação de jovens e adultos;857.173,00;857.173,00;739.826,60;41.287,84
******Projeto/Atividade: Alfabetização de Jovens e Adultos;632.174,00;632.174,00;586.924,00;23.937,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;632.174,00;632.174,00;586.924,00;23.937,00
********Categoria da Despesa: Despesas Correntes;632.174,00;632.174,00;586.924,00;23.937,00
*********Modalidade da Despesa: Aplicações Diretas;632.174,00;632.174,00;586.924,00;23.937,00
**********Fonte: Tesouro Municipal;632.174,00;632.174,00;586.924,00;23.937,00
******Projeto/Atividade: Oper. e Manut. de Centros Mun. de Educação de Jov. e Adultos-CIEJA's;224.999,00;224.999,00;152.902,60;17.350,84
*******Elemento Econômico: Equipamentos e Material Permanente;18.494,00;18.494,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;18.494,00;18.494,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;18.494,00;18.494,00;0,00;0,00
**********Fonte: Tesouro Municipal;18.494,00;18.494,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;15.412,00;15.412,00;2.412,80;0,00
********Categoria da Despesa: Despesas Correntes;15.412,00;15.412,00;2.412,80;0,00
*********Modalidade da Despesa: Aplicações Diretas;15.412,00;15.412,00;2.412,80;0,00
**********Fonte: Tesouro Municipal;15.412,00;15.412,00;2.412,80;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;115.590,00;115.590,00;115.590,00;13.013,16
********Categoria da Despesa: Despesas Correntes;115.590,00;115.590,00;115.590,00;13.013,16
*********Modalidade da Despesa: Aplicações Diretas;115.590,00;115.590,00;115.590,00;13.013,16
**********Fonte: Tesouro Municipal;115.590,00;115.590,00;115.590,00;13.013,16
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;75.503,00;75.503,00;34.899,80;4.337,68
********Categoria da Despesa: Despesas Correntes;75.503,00;75.503,00;34.899,80;4.337,68
*********Modalidade da Despesa: Aplicações Diretas;75.503,00;75.503,00;34.899,80;4.337,68
**********Fonte: Tesouro Municipal;75.503,00;75.503,00;34.899,80;4.337,68
*****Programa: Acesso à educação e qualidade do ensino - Ensino fundamental;6.074.349,00;6.074.349,00;2.309.896,20;277.728,52
******Projeto/Atividade: Autonomia e Gestão Democrática dos Recursos na Rede Escolar- APM/PTRF - EF;1.274.657,00;1.274.657,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;382.397,00;382.397,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;382.397,00;382.397,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;382.397,00;382.397,00;0,00;0,00
**********Fonte: Tesouro Municipal;382.397,00;382.397,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;892.260,00;892.260,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;892.260,00;892.260,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;892.260,00;892.260,00;0,00;0,00
**********Fonte: Tesouro Municipal;892.260,00;892.260,00;0,00;0,00
******Projeto/Atividade: Operação e Manutenção do Ensino Fundamental;3.856.408,00;3.856.408,00;2.309.896,20;277.728,52
*******Elemento Econômico: Equipamentos e Material Permanente;61.648,00;61.648,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;61.648,00;61.648,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;61.648,00;61.648,00;0,00;0,00
**********Fonte: Tesouro Municipal;61.648,00;61.648,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;250.000,00;250.000,00;33.824,80;0,00
********Categoria da Despesa: Despesas Correntes;250.000,00;250.000,00;33.824,80;0,00
*********Modalidade da Despesa: Aplicações Diretas;250.000,00;250.000,00;33.824,80;0,00
**********Fonte: Tesouro Municipal;250.000,00;250.000,00;33.824,80;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;3.544.760,00;3.544.760,00;2.276.071,40;277.728,52
********Categoria da Despesa: Despesas Correntes;3.544.760,00;3.544.760,00;2.276.071,40;277.728,52
*********Modalidade da Despesa: Aplicações Diretas;3.544.760,00;3.544.760,00;2.276.071,40;277.728,52
**********Fonte: Tesouro Municipal;3.544.760,00;3.544.760,00;2.276.071,40;277.728,52
******Projeto/Atividade: Programa Dinheiro Direto na Escola - PDDE/FNDE - EF;943.284,00;943.284,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;943.284,00;943.284,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;943.284,00;943.284,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;943.284,00;943.284,00;0,00;0,00
**********Fonte: Transferências Federais;943.284,00;943.284,00;0,00;0,00
****Sub-Função: Ensino Médio;207.766,00;207.766,00;90.660,00;9.203,82
*****Programa: Melhoria da qualidade do ensino - Ensino Médio;207.766,00;207.766,00;90.660,00;9.203,82
******Projeto/Atividade: Operação e Manutenção de Escolas Munic. de Ensino Fundamental e Médio;207.766,00;207.766,00;90.660,00;9.203,82
*******Elemento Econômico: Equipamentos e Material Permanente;18.494,00;18.494,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;18.494,00;18.494,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;18.494,00;18.494,00;0,00;0,00
**********Fonte: Tesouro Municipal;18.494,00;18.494,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;23.118,00;23.118,00;1.139,00;0,00
********Categoria da Despesa: Despesas Correntes;23.118,00;23.118,00;1.139,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;23.118,00;23.118,00;1.139,00;0,00
**********Fonte: Tesouro Municipal;23.118,00;23.118,00;1.139,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;166.154,00;166.154,00;89.521,00;9.203,82
********Categoria da Despesa: Despesas Correntes;166.154,00;166.154,00;89.521,00;9.203,82
*********Modalidade da Despesa: Aplicações Diretas;166.154,00;166.154,00;89.521,00;9.203,82
**********Fonte: Tesouro Municipal;166.154,00;166.154,00;89.521,00;9.203,82
****Sub-Função: Formação de Recursos Humanos;27.218,00;27.218,00;0,00;0,00
*****Programa: Acesso à educação e qualidade do ensino - Formação, Avaliação e Aprimoramento do Ensino;27.218,00;27.218,00;0,00;0,00
******Projeto/Atividade: Formação e Aperfeiçoamento dos Profissionais da Educação;27.218,00;27.218,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;12.330,00;12.330,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;12.330,00;12.330,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;12.330,00;12.330,00;0,00;0,00
**********Fonte: Tesouro Municipal;12.330,00;12.330,00;0,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;3.329,00;3.329,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;3.329,00;3.329,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;3.329,00;3.329,00;0,00;0,00
**********Fonte: Tesouro Municipal;3.329,00;3.329,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;11.559,00;11.559,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;11.559,00;11.559,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;11.559,00;11.559,00;0,00;0,00
**********Fonte: Tesouro Municipal;11.559,00;11.559,00;0,00;0,00
****Sub-Função: Tecnologia da Informação;61.648,00;61.648,00;0,00;0,00
*****Programa: Sistema de informação e processamento de dados;61.648,00;61.648,00;0,00;0,00
******Projeto/Atividade: Aquisição de Materiais, Equipamentos e Serviços de Informática e Comunicação da SME;61.648,00;61.648,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;61.648,00;61.648,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;61.648,00;61.648,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;61.648,00;61.648,00;0,00;0,00
**********Fonte: Tesouro Municipal;61.648,00;61.648,00;0,00;0,00
**Unidade: Diretoria Regional de Educação - Ipiranga;93.982.078,00;93.982.078,00;77.235.141,83;10.958.225,09
***Função: Educação;93.982.078,00;93.982.078,00;77.235.141,83;10.958.225,09
****Sub-Função: Administração Geral;4.280.330,00;4.280.330,00;1.704.212,89;162.975,88
*****Programa: Acesso à educação e qualidade do ensino - Educação integrada;1.832.273,00;1.832.273,00;329.354,35;12.705,47
******Projeto/Atividade: Autonomia e Gestão Democrática dos Recursos na Rede Escolar- APM/PTRF - CEU;55.483,00;55.483,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;16.645,00;16.645,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;16.645,00;16.645,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;16.645,00;16.645,00;0,00;0,00
**********Fonte: Tesouro Municipal;16.645,00;16.645,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;38.838,00;38.838,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;38.838,00;38.838,00;0,00;0,00
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;38.838,00;38.838,00;0,00;0,00
**********Fonte: Tesouro Municipal;38.838,00;38.838,00;0,00;0,00
******Projeto/Atividade: E5197 - Heliópolis: Projeto Bairro Educador;120.000,00;120.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;120.000,00;120.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;120.000,00;120.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;120.000,00;120.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;120.000,00;120.000,00;0,00;0,00
******Projeto/Atividade: Operação e Manutenção dos Centros Educacionais Unificados;1.656.790,00;1.656.790,00;329.354,35;12.705,47
*******Elemento Econômico: Equipamentos e Material Permanente;38.530,00;38.530,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;38.530,00;38.530,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;38.530,00;38.530,00;0,00;0,00
**********Fonte: Tesouro Municipal;38.530,00;38.530,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;77.060,00;77.060,00;1.354,35;0,00
********Categoria da Despesa: Despesas Correntes;77.060,00;77.060,00;1.354,35;0,00
*********Modalidade da Despesa: Aplicações Diretas;77.060,00;77.060,00;1.354,35;0,00
**********Fonte: Tesouro Municipal;77.060,00;77.060,00;1.354,35;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.541.200,00;1.541.200,00;328.000,00;12.705,47
********Categoria da Despesa: Despesas Correntes;1.541.200,00;1.541.200,00;328.000,00;12.705,47
*********Modalidade da Despesa: Aplicações Diretas;1.541.200,00;1.541.200,00;328.000,00;12.705,47
**********Fonte: Tesouro Municipal;1.541.200,00;1.541.200,00;328.000,00;12.705,47
*****Programa: Acesso à educação e qualidade do ensino - Formação, Avaliação e Aprimoramento do Ensino;688.146,00;688.146,00;512,00;512,00
******Projeto/Atividade: Apoio Didático-Pedagógico Educacional;688.146,00;688.146,00;512,00;512,00
*******Elemento Econômico: Equipamentos e Material Permanente;15.412,00;15.412,00;512,00;512,00
********Categoria da Despesa: Despesas de Capital;15.412,00;15.412,00;512,00;512,00
*********Modalidade da Despesa: Aplicações Diretas;15.412,00;15.412,00;512,00;512,00
**********Fonte: Tesouro Municipal;15.412,00;15.412,00;512,00;512,00
*******Elemento Econômico: Material de Consumo;53.942,00;53.942,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;53.942,00;53.942,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;53.942,00;53.942,00;0,00;0,00
**********Fonte: Tesouro Municipal;53.942,00;53.942,00;0,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;2.312,00;2.312,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.312,00;2.312,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.312,00;2.312,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.312,00;2.312,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;616.480,00;616.480,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;616.480,00;616.480,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;616.480,00;616.480,00;0,00;0,00
**********Fonte: Tesouro Municipal;616.480,00;616.480,00;0,00;0,00
*****Programa: Suporte administrativo;1.759.911,00;1.759.911,00;1.374.346,54;149.758,41
******Projeto/Atividade: Administração da Diretoria Regional de Educação;1.759.911,00;1.759.911,00;1.374.346,54;149.758,41
*******Elemento Econômico: Diárias - Civil;3.853,00;3.853,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;3.853,00;3.853,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;3.853,00;3.853,00;0,00;0,00
**********Fonte: Tesouro Municipal;3.853,00;3.853,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;77.060,00;77.060,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;77.060,00;77.060,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;77.060,00;77.060,00;0,00;0,00
**********Fonte: Tesouro Municipal;77.060,00;77.060,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;69.354,00;69.354,00;28.626,41;10.246,50
********Categoria da Despesa: Despesas Correntes;69.354,00;69.354,00;28.626,41;10.246,50
*********Modalidade da Despesa: Aplicações Diretas;69.354,00;69.354,00;28.626,41;10.246,50
**********Fonte: Tesouro Municipal;69.354,00;69.354,00;28.626,41;10.246,50
*******Elemento Econômico: Obrigações Tributárias e Contributivas;24.967,00;24.967,00;17.380,93;1.649,55
********Categoria da Despesa: Despesas Correntes;24.967,00;24.967,00;17.380,93;1.649,55
*********Modalidade da Despesa: Aplicações Diretas;24.967,00;24.967,00;17.380,93;1.649,55
**********Fonte: Tesouro Municipal;24.967,00;24.967,00;17.380,93;1.649,55
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;270.804,00;270.804,00;270.804,00;26.000,00
********Categoria da Despesa: Despesas Correntes;270.804,00;270.804,00;270.804,00;26.000,00
*********Modalidade da Despesa: Aplicações Diretas;270.804,00;270.804,00;270.804,00;26.000,00
**********Fonte: Tesouro Municipal;270.804,00;270.804,00;270.804,00;26.000,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.310.020,00;1.310.020,00;1.057.535,20;111.862,36
********Categoria da Despesa: Despesas Correntes;1.310.020,00;1.310.020,00;1.057.535,20;111.862,36
*********Modalidade da Despesa: Aplicações Diretas;1.310.020,00;1.310.020,00;1.057.535,20;111.862,36
**********Fonte: Tesouro Municipal;1.310.020,00;1.310.020,00;1.057.535,20;111.862,36
*******Elemento Econômico: Passagens e Despesas com Locomoção;3.853,00;3.853,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;3.853,00;3.853,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;3.853,00;3.853,00;0,00;0,00
**********Fonte: Tesouro Municipal;3.853,00;3.853,00;0,00;0,00
****Sub-Função: Educação Especial;214.689,00;214.689,00;77.433,06;3.974,77
*****Programa: Acesso à educação e qualidade do ensino - Educação especial;214.689,00;214.689,00;77.433,06;3.974,77
******Projeto/Atividade: Operação e Manutenção da Educação Especial;214.689,00;214.689,00;77.433,06;3.974,77
*******Elemento Econômico: Equipamentos e Material Permanente;47.777,00;47.777,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;47.777,00;47.777,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;47.777,00;47.777,00;0,00;0,00
**********Fonte: Tesouro Municipal;47.777,00;47.777,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;38.530,00;38.530,00;1.233,06;0,00
********Categoria da Despesa: Despesas Correntes;38.530,00;38.530,00;1.233,06;0,00
*********Modalidade da Despesa: Aplicações Diretas;38.530,00;38.530,00;1.233,06;0,00
**********Fonte: Tesouro Municipal;38.530,00;38.530,00;1.233,06;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;0,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;0,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;0,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;0,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;0,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;0,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;0,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;128.382,00;128.382,00;76.200,00;3.974,77
********Categoria da Despesa: Despesas Correntes;128.382,00;128.382,00;76.200,00;3.974,77
*********Modalidade da Despesa: Aplicações Diretas;128.382,00;128.382,00;76.200,00;3.974,77
**********Fonte: Tesouro Municipal;128.382,00;128.382,00;76.200,00;3.974,77
****Sub-Função: Educação Infantil;81.805.687,00;81.883.584,47;73.633.618,68;10.641.387,18
*****Programa: Acesso à educação e qualidade do ensino - Educação infantil;81.805.687,00;81.883.584,47;73.633.618,68;10.641.387,18
